I	J	Score	Match	NoMatch
101	113	1.75636e+08	13206.4	55335.4
18	204	9.28246e+08	13955.5	19720.2
18	103	2.7192e+08	13347.9	18369.3
18	116	2.7617e+08	11879.5	19681.6
18	53	5.54323e+07	13906.8	18881
101	153	1.72592e+09	2243.72	43588.1
18	56	5.7951e+07	13794.5	19915.9
18	38	9.83937e+07	15270.5	20740.6
18	171	1.18851e+09	13794.2	19072.9
101	211	1.66676e+09	12802	41905.5
18	180	1.16272e+09	13251.1	19847.6
18	93	2.76983e+08	13743.1	21067.4
18	1	7.60218e+07	14084.1	18428.7
18	19	5.34755e+07	6395.28	27712.5
18	16	5.6944e+07	14512.8	17193.6
101	186	1.8905e+09	14327	38562.4
18	136	1.12544e+09	13565.7	18570.1
18	13	6.24923e+07	13933.3	16380.1
18	76	2.86953e+08	15487.9	14650
116	116	0.0020367	9176.27	2.27374e-13
102	117	3.67509e+09	15563.6	234097
116	53	1.02873e+08	2178.73	8224.26
116	56	1.10973e+08	1367.57	9958.09
116	38	1.21798e+08	2311.71	11314.6
116	171	4.17474e+08	1192.27	9290.03
116	180	4.15718e+08	1257.32	9456.61
116	93	1.02921e+07	1833.61	10592
6	205	2.57509e+10	24533.7	875045
101	74	5.09266e+07	10499.1	38221.3
116	1	9.21483e+07	1996.92	8131.04
116	19	1.18467e+08	3538.48	8184.54
116	16	9.21794e+07	1089.11	8232.44
73	22	4.36849e+09	11953	232390
116	136	3.74527e+08	1619.64	8131.41
116	13	7.75172e+07	729.799	7198.84
116	76	5.20991e+06	1826.92	5926.16
101	106	7.37937e+07	3333.74	45425.9
101	18	4.3243e+08	13399.5	48917.7
101	132	1.91068e+09	4090.07	47868.4
102	57	2.98696e+09	26734.9	236045
101	31	6.36277e+08	13995.1	58479.9
101	28	4.04498e+08	18284.9	38779.4
68	3	6.94091e+09	66088	814856
101	47	5.52221e+08	14571.4	41952.1
101	117	6.27571e+07	2916.78	42536.4
101	57	4.13201e+08	20642.4	37930.4
102	39	3.32169e+09	50000.2	202590
73	44	4.21146e+09	32944.8	229101
163	157	8.36168e+09	70023.3	1.03097e+06
101	39	4.10798e+08	3293.63	45089.8
101	45	5.27821e+08	7359.65	52766.1
101	182	1.95162e+09	19883.8	32652.4
6	32	8.28971e+09	11271.6	891988
101	98	4.33782e+07	12248.5	33439.4
101	66	4.16364e+07	3658.34	40248
102	45	3.06902e+09	21088.2	243245
101	55	4.2743e+08	6524.52	39890.8
101	34	3.06247e+08	11377.1	40714.1
101	187	1.61399e+09	2023.99	41131.8
101	33	4.00395e+08	2721.74	42885.4
73	197	6.39487e+09	32323.8	218326
101	140	1.85267e+09	5478.54	43481.9
101	202	1.48225e+09	6389.13	38903.4
101	155	1.67385e+09	2515.03	41647
102	182	9.27407e+09	23072.4	233671
101	201	1.89224e+09	6889.23	51362.6
101	205	1.50414e+09	12503.9	33879.8
101	32	4.84882e+08	8174.73	41890.6
101	203	1.5492e+09	3192.34	44445.4
101	99	4.37373e+07	9762.58	35959.7
6	203	2.56121e+10	5515.26	895317
101	59	4.81119e+08	8163.38	39566.3
101	119	5.82184e+07	2523.88	39562.3
102	98	3.60011e+09	16273.5	233622
101	41	4.04351e+08	9125.17	35768.9
73	108	3.48077e+09	33727	196559
101	65	4.48001e+07	9659.87	33135.4
101	173	1.51403e+09	1782.91	38347.1
101	161	1.61603e+09	2284.36	40220.1
101	204	1.36055e+09	5933.47	36113.6
101	103	6.21027e+07	1602.68	38485.8
101	116	5.84955e+07	2206.71	37725.7
101	53	3.87859e+08	5926.18	35232.9
101	56	3.95436e+08	6526.74	35555
102	66	3.66116e+09	15613.1	232500
101	38	3.70386e+08	7425.7	36956.7
101	171	1.58811e+09	1850.56	39387.9
101	180	1.55277e+09	1974.06	39496
101	93	6.00796e+07	2898.48	40283.3
101	1	3.53824e+08	2293.21	38590.9
101	19	4.09156e+08	4160.99	38318.2
101	16	3.81446e+08	5924.36	34153.3
101	136	1.5025e+09	2336.38	38170.8
101	13	3.64245e+08	5374.72	33310
101	76	6.36181e+07	3200.29	35308.9
73	184	6.65518e+09	40368.9	189801
6	99	9.24266e+09	18075.4	880842
106	106	0.0145589	26830.8	2.6148e-12
102	55	3.18941e+09	48879.9	201743
106	18	3.3409e+08	15115.4	25272.9
106	132	1.13504e+09	4325.69	25703.9
106	31	4.67459e+08	8480.94	42065.2
106	28	2.70457e+08	9857	25278.4
106	47	3.37537e+08	11901.4	22693.2
106	117	2.64529e+07	3128.99	20395.4
102	34	3.27988e+09	12177.6	244121
106	57	2.9072e+08	18557.4	18086.5
106	39	2.20955e+08	3976.51	22478
106	45	3.54866e+08	12497.1	25699.8
73	125	6.63777e+09	3515.09	222171
106	182	1.1705e+09	10049.7	20557.6
106	98	3.15814e+07	3776	19983
106	66	2.04773e+07	2499.84	19477.7
106	55	2.30157e+08	4138.35	20348.1
102	187	9.38046e+09	1439.79	245923
106	34	2.00794e+08	11913.6	18248.7
106	187	8.14024e+08	1991.39	19235.6
6	59	8.53159e+09	12661.9	888263
106	33	2.03498e+08	3225.09	20453.1
106	140	1.04208e+09	2738.75	24292.8
106	202	7.79123e+08	3262.54	20101.1
106	155	8.62742e+08	2492.23	19740.9
106	201	1.20655e+09	2414.72	33908.3
106	205	8.07764e+08	5390.15	19064.7
106	32	2.82661e+08	4974.02	23162.4
102	33	3.31106e+09	43826.9	205987
73	177	6.90176e+09	35806.4	190757
106	203	8.5503e+08	3438.93	22270
106	99	3.62299e+07	6432.89	17360.6
106	59	2.60987e+08	4256.64	21544.2
106	119	1.61988e+07	3029.57	17127.7
106	41	2.06295e+08	4201.56	18763.7
106	65	1.60161e+07	2524.89	18341.5
106	173	7.03148e+08	1967.83	16233.3
106	161	8.01148e+08	2251.76	18323.9
106	204	6.6385e+08	3508.11	16610.1
106	103	4.31925e+06	3276.11	14883.5
102	140	9.71673e+09	33031.9	220136
106	116	1.84787e+07	1997.93	16005.6
106	53	1.82127e+08	2847.97	16382.3
106	56	1.89307e+08	2440.93	17712
106	38	1.85277e+08	4160.56	18293
106	171	7.60388e+08	2498.78	16810.8
6	119	9.5491e+09	24568.7	870712
106	180	7.49601e+08	1941.46	17599.7
106	93	1.11733e+07	2414.62	18838.3
106	1	1.63382e+08	2788.73	16166.5
106	19	1.96409e+08	5602.31	14948
73	152	6.8758e+09	32926.2	196671
68	208	2.33783e+10	29998.9	839800
106	16	1.71516e+08	2480.09	15668.7
106	136	7.04672e+08	2303.78	16274.5
106	13	1.56848e+08	1160.57	15595.3
106	76	1.93174e+07	2447.23	14133.1
103	103	0.00166267	9488.48	-1.13687e-13
103	116	9.78446e+06	1283	8049.38
103	53	1.02076e+08	2609.67	7949.42
103	56	1.10316e+08	1638.7	9843.05
103	38	1.17122e+08	2712.72	11069.7
103	171	4.18308e+08	1385.93	9252.47
102	202	7.75289e+09	44814	204686
103	180	4.16201e+08	1254.23	9615.81
103	93	7.49871e+06	1674.61	10907.2
103	1	9.09672e+07	1962.58	8321.49
103	19	1.1612e+08	4340.1	7539.02
103	16	9.13724e+07	1371.26	8106.39
103	136	3.74969e+08	1749.46	8157.69
103	13	7.72405e+07	862.819	7221.93
103	76	8.47798e+06	1526.19	6382.99
102	155	9.52159e+09	2470.1	245899
73	63	3.16422e+09	44107.4	207187
6	41	8.27076e+09	10757.6	887331
102	201	7.97628e+09	56094	206365
102	205	7.7175e+09	17130.4	233460
73	81	3.53566e+09	5213.18	222099
6	65	9.40596e+09	3518.33	892472
102	32	3.20723e+09	17824	236448
102	203	7.81374e+09	4239.94	247605
73	48	4.13767e+09	6060.89	228133
102	99	3.67075e+09	5439.41	244490
6	173	3.09878e+10	1432.03	891893
102	59	3.24525e+09	46504.8	205432
73	111	3.49313e+09	35600.2	197505
102	119	3.62703e+09	19189.5	227104
6	161	3.12554e+10	2403.1	893296
102	41	3.20924e+09	45432.3	203669
73	138	6.39963e+09	29628.9	193212
102	65	3.61022e+09	6938.51	240064
102	173	9.29415e+09	1412.08	242925
6	204	2.5564e+10	2952.69	892289
73	148	6.35253e+09	42505.3	203650
102	161	9.43475e+09	1700.16	245011
102	204	7.57985e+09	16210.6	230044
68	209	1.92743e+10	13819.9	848098
73	114	3.52511e+09	10866.2	222883
6	103	9.16728e+09	8021.06	885262
102	103	3.61828e+09	14638.9	229657
102	116	3.65854e+09	14909.3	229230
73	141	6.5582e+09	59829.3	165461
102	53	3.18457e+09	15658.7	229708
6	116	9.68977e+09	2073.14	891054
102	56	3.21993e+09	31226	215063
102	38	3.29799e+09	30580.1	218009
73	43	4.16186e+09	31041.5	199300
102	171	9.53673e+09	1736.45	243709
102	180	9.30842e+09	1419.57	244258
6	53	8.67255e+09	2320.6	892033
73	113	2.29068e+09	41925.4	202965
102	93	3.48552e+09	46535.4	200854
102	1	3.21912e+09	48539.1	196552
102	19	3.19314e+09	34000.4	212686
6	56	8.98798e+09	4384.07	890892
73	153	6.58969e+09	26689.4	195490
102	16	3.23688e+09	42851.7	201433
102	136	9.25344e+09	15801.5	228913
163	118	3.05107e+10	67047.1	1.01222e+06
102	13	3.21936e+09	23689.6	219202
102	76	3.74668e+09	17254	225462
73	211	6.00789e+09	43601.1	187454
6	38	8.11835e+09	9738.86	887838
73	186	5.89739e+09	40837.1	188400
6	171	3.17986e+10	1950.17	892483
73	74	3.3302e+09	10985.2	214083
105	105	0.127001	187910	2.6148e-12
68	176	2.74564e+10	51948.3	831625
6	180	3.08198e+10	1439.52	893225
73	106	3.43399e+09	28957.5	196150
6	93	9.04646e+09	2278.97	894098
73	18	3.85572e+09	38832.6	199833
105	29	1.61054e+09	12234.9	212842
73	132	6.44805e+09	28016.5	200290
6	1	8.89175e+09	33307.4	860772
73	31	3.38378e+09	58810	190013
6	19	8.12895e+09	4534.11	891140
105	100	5.44979e+08	34549.6	143374
73	28	3.72497e+09	36844.4	196568
6	16	8.83835e+09	1927.56	891345
73	47	3.40962e+09	35199.7	197672
6	136	3.03919e+10	3114.18	890588
73	117	3.56102e+09	3593.56	218208
6	13	8.99074e+09	4488.96	887391
105	72	5.43628e+08	35086.9	152313
6	76	9.71417e+09	33838.4	857866
73	57	3.72642e+09	18801.6	216119
73	39	3.84473e+09	51746.3	172985
68	4	7.34123e+09	56660.6	804771
73	45	4.20921e+09	11125.3	225349
105	109	6.35302e+08	8097.43	152897
73	182	6.82639e+09	44036.1	184848
73	98	3.4663e+09	50919.5	171116
105	8	2.20169e+09	77964.1	134319
73	66	3.40633e+09	5094.52	215160
73	55	4.18745e+09	26889.4	195874
73	34	3.61322e+09	35513.6	192926
105	20	2.04891e+09	36977.7	185141
73	187	6.42263e+09	25987	193517
73	33	4.02819e+09	27631.6	194324
105	167	6.0249e+09	52165.5	147257
73	140	6.5134e+09	39076.9	186232
87	87	0.269504	435068	-5.13865e-11
73	202	6.10576e+09	50365.8	171275
68	77	6.4708e+09	110308	763485
105	150	5.47317e+09	53829.3	141997
73	155	6.58513e+09	26889.2	193621
163	70	3.77919e+10	25473.6	1.00875e+06
73	201	6.09172e+09	30132.2	204468
73	205	6.05458e+09	31932.3	190800
105	26	1.57625e+09	30199.7	185984
73	32	4.04017e+09	28849.3	197564
73	203	6.06943e+09	4073.18	219913
73	99	3.12513e+09	31198.7	190872
105	35	1.35385e+09	87627.4	116388
73	59	4.10088e+09	27805.9	196272
73	119	3.52795e+09	50667.3	167767
73	41	3.9678e+09	32020.7	189221
73	65	3.43724e+09	28290.9	190852
105	79	8.30533e+08	50766.9	162876
73	173	6.48047e+09	1574.56	214903
73	161	6.6144e+09	2178.8	216674
68	206	1.72032e+10	59509.1	795478
73	204	5.92894e+09	26682.2	191713
87	89	1.11701e+09	107660	330260
73	103	3.4452e+09	50082.8	166354
105	158	5.10774e+09	59690.4	132103
73	116	3.57073e+09	26685.2	189595
73	53	4.04503e+09	26931.9	190575
73	56	4.14804e+09	7153.02	211277
73	38	3.9044e+09	27498.5	193232
105	169	5.94317e+09	50616.2	144872
73	171	6.68492e+09	31473.6	186113
73	180	6.4498e+09	25564.1	192254
73	93	3.46278e+09	3338.34	216192
73	1	4.14454e+09	27290.1	189942
105	168	5.2238e+09	40128.8	157285
73	19	3.90334e+09	28682.2	190145
73	16	4.09475e+09	25821	190605
73	136	6.16906e+09	26935.9	189919
73	13	4.1307e+09	25488.1	189545
73	76	3.5378e+09	3971.29	210886
105	88	5.02574e+08	26918.7	141408
68	147	2.72813e+10	54424.6	796341
130	130	0.222743	322870	1.01863e-10
105	11	1.45309e+09	20656.5	166252
87	73	3.62934e+09	69733.9	359493
105	200	6.1187e+09	41381.6	186964
130	105	7.64476e+09	44735.5	210655
105	129	6.20087e+09	68451.9	134846
130	29	1.01994e+10	23774	268783
105	146	5.12856e+09	60816.9	128126
163	134	9.65795e+09	18180	944895
105	160	4.14153e+09	66289.6	113744
130	100	9.40464e+09	18999.4	226404
68	178	2.76477e+10	30483.4	776037
105	50	1.41578e+09	62335.8	140377
130	72	9.55555e+09	33660.3	221219
87	102	2.22999e+09	91890.1	365195
105	196	4.51072e+09	39538.8	124954
130	109	9.11179e+09	24304.1	204170
105	90	7.65e+08	33034.1	126310
105	2	1.52114e+09	51424.7	139635
130	8	9.46146e+09	53581.1	226182
105	3	1.39289e+09	71774.8	127530
105	208	5.16551e+09	32347.6	155812
68	7	7.36113e+09	87195.2	771287
130	20	1.04484e+10	19833.2	269765
105	209	4.94252e+09	47015.9	133263
87	145	1.48742e+10	20362.7	416110
130	167	1.76339e+09	53234.3	213668
105	176	6.13546e+09	56195.1	145739
105	4	1.48642e+09	70487.5	109305
130	150	1.84045e+09	42443.4	220863
105	77	7.18605e+08	20411.1	171743
130	26	9.4695e+09	53270.7	230392
105	206	4.08014e+09	62183.9	111164
105	147	5.13797e+09	44511.1	124615
68	17	6.85136e+09	45692.5	794276
130	35	7.6512e+09	42975.1	228520
105	178	4.1653e+09	36339.8	88541.3
130	79	1.02119e+10	40145.9	240977
163	190	9.93429e+09	72228.3	949869
87	133	1.4011e+10	20225	403091
105	7	1.43417e+09	70107.8	106736
105	17	9.60092e+08	20213.2	138116
130	158	2.00746e+09	22747.2	236526
105	135	4.26641e+09	14415.9	121806
130	169	1.9109e+09	19876.4	243092
105	80	6.19522e+08	24587.8	127281
105	51	1.60881e+09	69957.1	99336.7
130	168	1.87312e+09	63918.7	200974
68	135	2.3495e+10	15222.3	802638
105	151	4.69072e+09	37721.9	110156
130	88	9.11931e+09	17899.2	217908
105	54	1.61762e+09	35202.4	138574
87	120	1.29999e+10	20082.4	359361
105	115	5.74688e+08	19794.4	137286
130	11	9.44523e+09	27902.1	226487
105	170	4.00743e+09	45682.8	120318
130	200	3.75678e+09	33415.1	262410
105	27	1.02384e+09	16761.3	129927
105	64	4.66381e+08	32796.3	107668
130	129	9.39854e+08	111077	159701
68	80	5.40424e+09	57585.2	775923
105	94	4.86394e+08	53867.6	101803
130	146	1.8274e+09	23373.3	233049
105	183	5.23224e+09	50812.6	117872
105	137	4.63269e+09	19427	133991
87	198	1.04547e+10	20362	439326
130	160	2.24015e+09	16537.6	230976
105	71	4.75013e+08	27110.2	103404
130	50	8.62999e+09	58495.1	211697
105	12	1.04919e+09	27430.1	128492
130	196	3.53297e+09	20508.9	211464
105	107	5.17972e+08	25203.4	99228.3
163	49	3.38688e+10	43058.8	1.06227e+06
105	14	1.27598e+09	54507.1	99470.5
130	90	8.55711e+09	43317.8	183506
105	181	3.61646e+09	56756	82951.9
68	51	6.75958e+09	90667	760266
105	23	1.40476e+09	46232.9	114800
130	2	9.11109e+09	41877.1	216663
105	110	5.64597e+08	46849.3	101761
130	3	6.08428e+09	53095.8	213689
105	97	3.5563e+08	34964.7	110877
87	0	2.80227e+09	71003.6	378339
105	37	1.02066e+09	18328.1	127319
130	208	3.45114e+09	46471.6	209168
105	46	1.46922e+09	7752.99	127165
130	209	3.7191e+09	22306.8	225451
105	24	1.32836e+09	9680.99	120092
105	91	3.87691e+08	26752.3	86632.3
130	176	1.10915e+09	101923	167491
105	10	1.11808e+09	13056.8	120028
68	151	2.68102e+10	10603.8	818914
130	4	5.45143e+09	60697.8	186575
105	82	5.10375e+08	11385.2	105379
105	185	4.11185e+09	38022.4	86278.5
130	77	9.97805e+09	41901	217732
105	25	1.50849e+09	18940.9	133234
130	206	3.7311e+09	19080	221748
87	174	1.41001e+10	20267.3	407315
105	15	1.11329e+09	32729.9	97229.7
130	147	8.0452e+08	83747.8	152858
105	101	4.58566e+08	40948.4	88351
105	123	4.25976e+09	31442.6	97805.4
130	178	1.67576e+09	38100.5	154260
105	149	3.94943e+09	24523.8	112984
105	139	4.08401e+09	38641.1	83054.8
130	7	6.3099e+09	63074.5	181249
68	54	7.11409e+09	51912.9	803503
105	122	3.97646e+09	31112.3	82557
130	17	8.24736e+09	28231.2	197577
105	42	8.47108e+08	32010.4	105136
105	164	4.57606e+09	55496.8	86525.2
130	135	1.37897e+09	19338.6	184363
105	175	4.12771e+09	36474.1	83272.5
87	9	2.54018e+09	77747.1	376499
130	80	8.32904e+09	34347.4	185001
105	188	4.02029e+09	30677	86043
163	95	2.60948e+10	58345.5	1.00584e+06
105	172	4.02679e+09	18284.4	108601
130	51	8.22059e+09	45520.1	191253
105	22	1.40674e+09	15320.9	111285
130	151	1.26372e+09	69248	146110
105	44	1.38555e+09	35342.7	108965
105	197	3.8278e+09	39581.4	93331.6
130	54	7.18364e+09	44219.1	197037
105	108	5.19067e+08	10378.1	102171
68	115	6.78889e+09	55293.9	783426
105	184	3.86396e+09	41126.2	71306.2
130	115	8.18848e+09	17398.8	207161
105	125	3.80568e+09	3412.45	104536
105	177	3.83975e+09	36226.9	72599.6
130	170	2.04645e+09	34357.2	199123
105	152	3.89788e+09	30659.7	81200
130	27	7.85009e+09	16097	198072
105	63	6.94546e+08	23772.7	109785
87	69	1.01354e+09	67950.5	324671
105	81	4.89518e+08	10484.6	99090
130	64	7.93456e+09	25692.6	182252
105	48	1.19099e+09	7261.13	109195
105	111	5.2473e+08	13650.6	101718
130	94	8.60816e+09	32761.4	190388
105	138	3.63843e+09	35281.6	69821.9
130	183	1.1125e+09	100708	135456
105	148	4.13362e+09	44832.7	83585
68	170	1.66064e+10	65846.9	781793
105	114	4.90645e+08	15339.4	100673
130	137	1.26882e+09	42100.3	178798
105	141	3.72281e+09	36417.6	71135.9
105	43	1.22153e+09	13540.4	99064
130	71	7.61223e+09	37648.7	160346
105	113	3.88095e+08	28997.3	98155.4
130	12	7.9901e+09	51454.8	171947
105	153	3.66693e+09	36674.5	67768.2
105	211	3.28968e+09	8957.8	104361
130	107	7.61281e+09	4774.11	187137
105	186	3.66247e+09	37776.8	73723.6
87	166	1.22276e+10	47596.3	366950
130	14	6.09013e+09	44876.7	176581
105	74	4.6272e+08	21383	85948.3
105	106	4.32507e+08	11604.1	95766.5
130	181	1.69308e+09	17631.9	189556
105	18	9.24723e+08	29987.7	90940.4
105	132	3.75023e+09	38456.7	72112.7
130	23	7.22596e+09	14430	214082
105	31	1.22219e+09	7798.9	123287
130	110	7.69906e+09	55260.8	160829
68	27	7.06297e+09	25023.9	803304
105	28	9.5267e+08	17993.9	97681.2
105	47	1.2512e+09	10599.9	104534
130	97	7.62432e+09	25333.8	187988
105	117	5.03007e+08	2611.6	101453
163	144	9.50361e+09	12663.3	952587
105	57	9.57172e+08	17671.9	99511.8
130	37	7.77392e+09	20119	193008
105	39	1.06162e+09	3608.89	103385
105	45	1.21068e+09	14608.6	104128
130	46	7.6747e+09	18572.7	183825
105	182	3.82814e+09	40577.2	70569.9
105	98	4.80426e+08	23085.7	81213.1
130	24	7.55403e+09	20638	176615
105	66	4.63637e+08	5862.35	96654.9
105	55	1.17335e+09	3551.87	101474
130	91	7.04604e+09	5480.75	175384
87	60	1.55966e+09	63903.3	392873
105	34	7.36519e+08	11154.8	99547.3
105	187	3.54453e+09	35116.7	66650
130	10	7.43216e+09	16596.2	183968
105	33	1.08294e+09	2235.83	101982
105	140	3.70742e+09	37648.6	69922.7
105	202	3.21131e+09	36730.7	67172.7
130	82	7.21529e+09	7472	176772
105	155	3.61448e+09	30650.6	72122.3
105	201	3.5471e+09	29377.1	87485.7
68	64	6.58623e+09	53610.2	768494
130	185	1.12704e+09	29247.4	162533
105	205	3.21754e+09	30316.5	74678.1
105	32	1.21621e+09	4537.79	104138
105	203	3.2691e+09	4540.02	101709
130	25	7.45169e+09	27512.7	192142
105	99	4.24925e+08	25434.6	78898.6
105	59	1.20694e+09	3931.94	102409
130	15	6.37009e+09	15554.3	181885
105	119	4.77924e+08	5315.55	95381.5
105	41	1.09255e+09	3703.21	99801.8
105	65	4.59675e+08	22544.3	78861.8
130	101	7.52883e+09	28242.1	168537
105	173	3.48196e+09	1487.68	97253.2
105	161	3.59853e+09	1885.32	99230
105	204	3.08449e+09	35242.4	65415.6
130	123	1.47483e+09	16995.7	179732
105	103	4.40034e+08	3073.23	95626.2
105	116	4.95119e+08	2055.38	96487.9
105	53	1.11293e+09	2319.68	97450.3
130	149	1.44625e+09	24512.8	180475
105	56	1.1307e+09	3336.49	97356.2
105	38	1.02865e+09	2993.14	100000
87	154	1.02234e+10	20472.7	256394
105	171	3.57696e+09	36212.9	63636.5
130	139	1.28768e+09	13442.4	175733
105	180	3.48598e+09	35172.4	64908.5
105	93	4.33195e+08	5223.75	96568.9
105	1	1.05365e+09	2487.96	97007
130	122	1.46077e+09	13694.6	167454
105	19	1.11172e+09	6463.81	94626.2
105	16	1.11307e+09	2101.27	96587.3
105	136	3.41989e+09	35842.7	63275.4
105	13	1.10532e+09	1387.2	95908.4
105	76	5.02237e+08	4020.08	93100
130	42	7.54498e+09	15525.8	189100
147	147	0.0831099	150343	-5.47971e-11
130	164	1.22734e+09	64070.9	145431
68	94	6.76015e+09	51930.5	785379
147	178	3.63973e+08	4098.98	101998
130	175	1.59746e+09	20101.3	167125
147	7	3.99157e+09	43955.1	114105
130	188	1.50552e+09	8068.44	176131
147	17	4.87687e+09	21041.7	118503
130	172	1.63864e+09	19524.6	174840
147	135	2.73121e+08	21876.9	95561
130	22	7.35535e+09	14952.3	179133
147	80	4.81219e+09	22130.1	110955
130	44	7.96913e+09	14522.2	197266
147	51	5.00639e+09	24763.3	125747
130	197	3.28186e+09	19487.3	180905
147	151	3.34142e+08	36147.6	92947
130	108	7.12144e+09	8272.09	171756
87	96	8.98078e+08	79969.8	321861
147	54	4.36079e+09	27072.6	127920
147	115	4.84852e+09	18334.6	119962
130	184	1.39152e+09	9728.95	170183
163	5	3.74781e+10	70561.1	1.02807e+06
147	170	7.61166e+08	21454.9	125762
130	125	1.48118e+09	6882.69	168546
68	183	2.58817e+10	40438.1	809885
147	27	4.43727e+09	11370.9	116534
130	177	1.64832e+09	11731.4	164575
147	64	4.43579e+09	17667.4	104013
130	152	1.58195e+09	6485.54	172854
147	94	5.05669e+09	20018.4	116868
130	63	7.61498e+09	26487.3	174550
147	183	4.49775e+08	47870.8	102030
130	81	7.09378e+09	5225.64	171829
147	137	3.26453e+08	19556.8	115078
130	48	7.04536e+09	24769.7	159166
147	71	4.09716e+09	28297	83433.7
130	111	7.1645e+09	5616.93	177231
147	12	4.71053e+09	34777.2	102361
130	138	1.51265e+09	6182.02	166401
147	107	3.99145e+09	4820.22	100828
130	148	1.13814e+09	46981.9	148916
147	14	3.54842e+09	33156.4	102037
87	121	1.35676e+10	20504.5	378149
130	114	7.25855e+09	26650.7	156841
147	181	5.28554e+08	31025.6	89898.6
147	23	4.25443e+09	13927	128322
130	141	1.45038e+09	7797.33	167236
147	110	4.56668e+09	11283.9	118542
130	43	6.89738e+09	20478.9	159605
147	97	4.40641e+09	26080.3	100978
68	137	2.07943e+10	20451.4	814606
130	113	6.19574e+09	24869.5	169763
147	37	4.37705e+09	19266.8	107596
147	46	4.18952e+09	7746.69	108387
130	153	1.60117e+09	12238.9	159684
147	24	4.00269e+09	5406.58	105583
130	211	3.28822e+09	13787.9	167010
147	91	3.48102e+09	3933.71	90667
130	186	1.21944e+09	19091	159889
147	10	3.99145e+09	6717.26	107583
147	82	3.61117e+09	6231.82	91748.2
130	74	6.8656e+09	4178.11	170633
147	185	1.56199e+08	32619.9	72897.2
130	106	7.02828e+09	3812.99	171037
147	25	4.24777e+09	16007.1	117384
130	18	7.00388e+09	22714.4	165693
147	15	3.33481e+09	13270.6	97905.1
147	101	4.0436e+09	27361.8	83153.8
130	132	1.51662e+09	13503.9	164545
147	123	3.26549e+08	20934.4	89529.7
130	31	7.09724e+09	27815.3	170750
147	149	2.81506e+08	41697.9	77025.9
130	28	6.88482e+09	16920.1	166235
87	179	1.53034e+10	20545	393476
147	139	2.75637e+08	21825	81087.1
130	47	6.70365e+09	11450.5	171164
147	122	3.07892e+08	11632.5	83252.9
68	71	6.62881e+09	79405.3	732748
130	117	6.9888e+09	3138.96	168405
147	42	4.11355e+09	10215.4	108147
130	57	6.92198e+09	16541.3	168122
147	164	3.89334e+08	43249.4	79988.8
147	175	3.62534e+08	22882.2	78080.6
130	39	6.67138e+09	12100.8	162373
147	188	2.92656e+08	15704.1	82232
130	45	7.00892e+09	23960.9	162256
147	172	4.08171e+08	10098.2	98003.3
130	182	1.67148e+09	25238.8	153388
147	22	3.82328e+09	5215.61	102607
130	98	6.83886e+09	23016.3	148762
147	44	4.52588e+09	9123.46	116401
130	66	6.78253e+09	2944.88	167052
147	197	1.45627e+09	6627.9	107501
163	194	1.21082e+10	99630.2	994243
130	55	6.7218e+09	2709.4	169797
147	108	3.47541e+09	7125.97	86638.9
130	34	6.77183e+09	16261.1	161921
147	184	2.52466e+08	25514.7	68133.8
130	187	1.57132e+09	9525.57	159721
147	125	3.04932e+08	3869.84	85295.2
130	33	6.72082e+09	20118.1	151580
147	177	3.52079e+08	7293.57	82749.1
147	152	3.19527e+08	12571.8	80504
130	140	1.46403e+09	7557.24	167494
147	63	4.1732e+09	26922.3	87851.4
130	202	3.13875e+09	3464.11	167919
147	81	3.42137e+09	3672.2	87118.5
130	155	1.57893e+09	11573.4	158679
147	48	3.46024e+09	3431.53	94241.1
130	201	3.12323e+09	20440.7	163902
147	111	3.55757e+09	4856.83	91727.7
130	205	3.11342e+09	14306.3	158168
87	124	1.20529e+10	18914.8	335076
68	12	6.86507e+09	36974.5	800587
147	138	3.13743e+08	7847.55	78472.1
130	32	6.68215e+09	7591.68	168564
147	148	1.58524e+08	31543.8	78090
130	203	3.05601e+09	22453.9	151275
130	99	6.56618e+09	5310.44	166502
147	114	3.6296e+09	11157	86071.2
130	59	6.64634e+09	7215.38	166605
147	141	2.71865e+08	15533.9	73235.8
130	119	6.84973e+09	2872.43	165304
147	43	3.319e+09	11770.1	82050.5
130	41	6.53559e+09	3571.39	167413
147	113	3.2477e+09	17622.5	90746.4
130	65	6.78544e+09	3141.31	165745
147	153	2.94381e+08	12896.8	72762
130	173	1.69368e+09	9640.6	156580
147	211	1.33162e+09	5254	89280.6
130	161	1.69319e+09	10278.5	158317
147	186	1.59336e+08	22771.7	69944.8
130	204	3.08814e+09	2641.51	165496
147	74	3.27469e+09	3225.08	85322.3
130	103	6.71149e+09	1749.9	164429
147	106	3.34904e+09	2616.26	85970.5
130	116	6.79403e+09	1652.72	164370
147	18	3.53919e+09	22423.4	79720.9
130	53	6.45393e+09	3031.02	164219
130	56	6.57572e+09	14024.7	154148
147	132	2.83397e+08	12173.9	79611.6
130	38	6.58846e+09	3312.92	167160
147	31	3.76976e+09	10384.7	101917
130	171	1.68306e+09	4780.08	162549
147	28	3.3675e+09	11325.8	85565.4
130	180	1.6338e+09	10837.4	156723
147	47	3.27111e+09	10155.5	86195
130	93	6.79462e+09	1978.68	167294
147	117	3.26796e+09	1672.34	83607.9
130	1	6.65899e+09	2308.19	164667
130	19	6.43647e+09	4539	164031
