I	J	Score	Match	NoMatch
49	23	1.69422e+09	53298.7	212712
190	183	2.22371e+09	70295.8	120132
36	26	5.98835e+08	82896.8	191947
95	202	4.97117e+09	36662.2	131069
95	155	5.781e+09	37372	129229
5	194	1.0131e+10	23195.7	356517
52	53	1.46049e+09	12224	325757
104	11	2.79127e+09	34790.8	383648
49	110	1.94411e+09	45062.1	208526
95	201	5.21755e+09	36861.2	143830
190	137	1.60187e+09	59842.8	115319
95	205	4.95897e+09	36229	132594
162	124	6.28034e+09	52217.5	555136
134	88	4.94578e+09	9397.99	121651
195	118	1.61787e+10	63993.2	597617
165	30	2.31326e+10	167924	690380
95	32	1.88883e+09	10763.6	161741
49	97	1.91677e+09	59606.4	191214
52	56	1.49232e+09	19188.3	319716
21	144	1.76938e+10	58832.6	476116
95	203	5.03732e+09	4283.03	165794
142	80	1.07684e+10	37409.8	313539
190	71	4.18122e+09	72874.3	79384
95	99	7.54669e+08	11720.2	156441
112	168	5.34138e+09	41898.9	144636
6	104	1.05728e+10	37519.3	1.17651e+06
52	38	1.71193e+09	4658.84	336546
49	37	1.19281e+09	38884.4	211741
95	59	1.86979e+09	4561.58	165607
156	77	1.48082e+10	44412.8	347263
95	119	8.65597e+08	4279.68	160245
85	129	1.54378e+10	15128.6	434706
190	12	4.18782e+09	81123.7	96542.3
52	171	1.14676e+10	2289.59	335771
95	41	1.7223e+09	4825.23	162508
194	100	8.45023e+09	24291.8	247151
134	11	5.47898e+09	12178.6	137452
36	35	7.99312e+08	43938.6	218738
95	65	8.58626e+08	6156.36	159078
192	112	2.09987e+10	21381.6	720169
49	46	2.04771e+09	5576.58	234320
95	173	5.6211e+09	2014.28	160555
52	180	1.11236e+10	1571.86	336720
95	161	5.75429e+09	2614.69	162329
193	158	6.6669e+09	25252.6	498422
190	107	4.14712e+09	54175.1	92000.4
95	204	4.83841e+09	35703.9	128782
83	100	2.94488e+09	40868.6	370443
95	103	8.7368e+08	3735.42	158792
49	24	1.89412e+09	9558.5	225193
207	159	6.48967e+09	52812.7	755885
52	93	3.50811e+09	1923.56	338080
95	116	8.84497e+08	3120.4	159251
95	53	1.76313e+09	3093.99	160504
78	158	1.13494e+10	23467.2	366956
190	14	3.08802e+09	76909.3	98812.1
5	36	1.44579e+09	91792.8	253060
52	1	1.65187e+09	1805.93	335900
95	56	1.78303e+09	2958.27	161562
134	200	2.62009e+09	15219.9	175848
49	91	1.92242e+09	34686.2	183677
95	38	1.66427e+09	4965.72	161856
104	200	1.26137e+10	15280.6	444595
95	171	5.77199e+09	35235.3	128442
52	19	1.47007e+09	10931.5	328370
62	73	7.94889e+09	76937	758736
95	180	5.6217e+09	35672	128237
190	181	1.45052e+09	92296.4	69155.4
142	51	1.04389e+10	55091.6	313283
49	10	1.79625e+09	13290.1	224773
95	93	8.2275e+08	6602.2	159018
52	16	1.48173e+09	11868.1	325032
95	1	1.69145e+09	2370.05	160953
61	60	4.2339e+09	77151.7	673613
36	79	1.23353e+09	71310.3	200993
95	19	1.77256e+09	5236.23	159682
194	72	8.73412e+09	29343.6	251576
128	84	2.68064e+10	34776.9	726325
52	136	1.10641e+10	2013.21	335316
95	16	1.7721e+09	2822.26	159694
190	23	3.76348e+09	64010.8	118765
49	82	1.92625e+09	8901.19	212841
95	136	5.54447e+09	2199.27	160747
134	129	1.01365e+09	39906.5	126114
95	13	1.77282e+09	3018.17	158105
95	76	9.22409e+08	2891.58	158057
52	13	1.5461e+09	8554.76	326952
156	206	5.06944e+09	25197.8	347672
68	195	3.09062e+10	89370.3	1.17497e+06
52	76	4.0116e+09	2659.08	332672
85	146	1.24625e+10	26604.4	408875
49	185	7.62947e+09	23649.1	205630
190	110	4.50056e+09	61273.8	109080
196	196	0.0605146	141076	-1.83036e-11
134	146	7.04774e+08	20766.7	130898
193	169	4.15377e+09	15145.5	512224
5	75	2.21438e+09	61331.1	249963
112	88	2.29801e+08	22115.8	135332
36	158	7.51056e+09	24381.4	226073
104	129	1.50869e+10	49934.4	384894
49	25	8.06851e+08	76728.5	180425
196	90	3.98055e+09	31261.9	104665
194	109	8.26674e+09	20016.9	234497
190	97	4.21315e+09	85947.6	81638
83	72	2.89397e+09	49091	371697
21	5	3.93255e+09	68294.8	600039
142	151	2.6607e+09	36277.2	310681
127	133	2.77986e+09	125428	589242
196	2	4.39331e+09	21429.5	146213
49	15	1.67355e+09	30892	204046
134	160	1.18096e+09	23312	119444
190	37	4.03821e+09	63227.3	104163
78	169	1.22282e+10	17243.9	376874
40	142	2.66127e+10	36299.1	829393
196	3	3.56485e+09	36627.6	139260
195	70	1.91354e+10	23877	592687
49	101	1.84565e+09	47131.6	187146
156	147	8.8462e+08	57271	311377
162	157	3.81636e+09	103460	562033
190	46	3.96375e+09	52707.5	103954
196	208	3.22198e+08	35149.9	129592
49	123	7.96857e+09	17823.6	216403
36	169	7.72087e+09	17729.8	236420
134	50	5.34261e+09	14615.6	150819
85	160	1.20083e+10	43068.2	383502
196	209	2.2549e+08	36071.1	120790
190	24	3.87211e+09	50488.4	101029
49	149	6.89354e+09	23434	219052
5	199	8.19969e+09	34852.3	304999
193	168	5.67133e+09	10836.7	518458
194	8	7.56265e+09	22515.6	283287
196	176	3.10742e+09	13688.4	164828
131	58	2.2938e+10	73015.6	667875
49	139	7.91795e+09	18457.9	208216
104	146	1.22112e+10	26628	393845
190	91	3.81955e+09	53599	81529.4
134	196	1.67104e+09	8010.27	119205
196	4	3.05787e+09	34638.8	121737
144	144	0.0389462	117704	-3.50155e-11
142	54	9.27655e+09	58137.7	314719
49	122	7.71565e+09	19412.1	199235
190	10	3.75898e+09	54169.1	100659
196	77	5.28976e+09	24880.6	143856
49	42	1.33998e+09	30520.1	211604
196	206	6.7798e+08	23787.8	126143
83	109	3.28e+09	25053.8	369329
134	90	4.50261e+09	20438	101628
190	82	3.90943e+09	56104.3	82403.3
36	168	6.66458e+09	40294.5	215780
49	164	8.28571e+09	23196.1	223804
196	147	1.84691e+09	8564.57	137145
85	50	1.81322e+09	40064.6	409185
49	175	7.93504e+09	20967.3	203758
190	185	1.71347e+09	65488.8	80555.9
112	11	1.26194e+09	12582.3	163448
156	178	1.64898e+09	3077.27	321326
196	178	1.35687e+09	5388.41	96075.3
134	2	5.40444e+09	16702.9	137079
49	188	7.91396e+09	17946.7	203752
196	7	2.97203e+09	30773.7	122652
194	20	8.04065e+09	24136.8	291502
190	25	4.03337e+09	61439.8	112479
61	154	1.86004e+10	28503.3	542352
21	194	1.49691e+10	57057.7	606514
193	88	1.66688e+10	17010.1	483198
104	160	1.18021e+10	29435.1	382129
49	172	6.65349e+09	18597.2	213266
196	17	3.52895e+09	7936.54	126975
5	126	9.00927e+09	73011.1	215278
190	15	3.23949e+09	63681	88022.3
196	135	1.5156e+09	4665.87	108138
49	22	1.99533e+09	8180.65	223404
134	3	3.78094e+09	40722.6	121304
36	88	1.23562e+09	38322.1	188666
78	168	9.45763e+09	39888.1	356155
143	84	2.99078e+10	39259.8	781920
142	115	1.09467e+10	51229.2	304932
196	80	3.62399e+09	20388.6	108063
49	44	1.47149e+09	48612.2	200674
190	101	4.04714e+09	63146.2	87897
207	58	1.90601e+10	64018.2	757470
196	51	3.59333e+09	20124.7	125752
144	5	9.67858e+09	13231.6	237858
49	197	6.53243e+09	21679.1	216212
85	196	1.21472e+10	15222.1	395808
134	208	1.85783e+09	18997.4	131884
196	151	1.29168e+09	9613.39	114848
190	123	1.67672e+09	57890.3	93101.4
49	108	1.85987e+09	9890.55	207637
195	134	5.27858e+09	33506.3	511913
196	54	2.92981e+09	24321.2	126038
83	8	2.29508e+09	61084.8	384587
190	149	1.4227e+09	73403.8	85847.6
49	184	7.62329e+09	23969.8	193441
194	167	2.59621e+09	36174	256768
196	115	4.17671e+09	15495.6	118167
134	209	1.93379e+09	15584	127416
162	118	2.11336e+10	52299.1	591465
49	125	7.57849e+09	3931.32	208996
104	50	2.56827e+09	35970.4	398273
156	7	8.64153e+09	38915.4	337450
163	128	5.61706e+09	255406	1.18234e+06
190	139	1.75616e+09	54989.8	88449.9
196	170	2.03578e+09	35598	106985
36	11	3.98295e+08	49873.7	195696
5	210	9.40858e+09	30522.1	334228
49	177	7.71584e+09	2932.57	210872
193	11	1.53727e+10	18970.4	499820
196	27	3.2098e+09	10790.1	112481
190	122	1.76619e+09	53276.9	82136.1
134	176	1.43517e+09	13810.9	150845
49	152	7.77524e+09	15264.7	201573
196	64	3.60292e+09	13450.5	103597
142	170	3.37517e+09	67928.5	297152
190	42	3.804e+09	63949.4	94940.3
49	63	2.24998e+09	46928.7	191607
196	94	4.08425e+09	10664.2	121589
112	200	6.71282e+09	16267.7	201199
85	90	9.62185e+08	40406.2	365475
165	67	2.05445e+10	16266.6	731935
190	164	1.72889e+09	58175.2	105591
196	183	1.85147e+09	10713.1	134554
49	81	1.99244e+09	5175.18	209378
134	4	3.21155e+09	41028.3	101486
144	194	2.97633e+09	24659.4	221668
194	150	3.38144e+09	17865	271481
196	137	1.32433e+09	19608.9	110392
49	48	1.88573e+09	15736.9	205698
36	200	7.13702e+09	16627.8	270378
190	175	1.69425e+09	52911.6	88578.8
196	71	3.33556e+09	18780.6	88316.5
49	111	1.96234e+09	11764.3	208582
62	102	8.18399e+09	60195.1	803337
190	188	1.73632e+09	16140	122324
134	77	5.96228e+09	9832.13	145044
104	196	1.17039e+10	7058.42	388965
196	12	3.50274e+09	40316.6	92188.3
21	36	5.41126e+09	33832.9	594880
5	130	1.26427e+10	52023.6	301649
156	17	1.2605e+10	16116.3	341735
49	138	7.44877e+09	11717.5	198364
78	88	1.19215e+09	46319.5	320637
196	107	3.22519e+09	5898.58	95115.8
190	172	1.49763e+09	66774.8	81854.3
49	148	7.47404e+09	38922	194474
196	14	2.53776e+09	40761.6	89798.6
83	20	3.58197e+09	53682.4	401825
134	206	1.73458e+09	19043.6	117026
190	22	3.71261e+09	50878.7	97471
49	114	1.83277e+09	32636.3	188354
193	200	1.85992e+09	106271	453956
196	181	1.64879e+09	25217.6	91073
142	27	1.05853e+10	54893.6	290876
36	129	8.91821e+09	15692.1	246267
196	23	3.04843e+09	14923.4	122692
194	26	7.76599e+09	31203.1	278500
49	141	7.54701e+09	14847.1	197685
85	2	2.57368e+09	41346.2	396251
190	44	4.15073e+09	52561.1	113491
196	110	3.64214e+09	26957.3	98235.4
49	43	1.94895e+09	6484.64	211098
134	147	3.33014e+08	8440.4	123408
190	197	1.07541e+09	12537.2	142120
196	97	3.71059e+09	20287.7	102137
6	78	9.17604e+09	107320	1.0738e+06
49	113	1.88421e+09	22089.5	210042
127	120	3.42706e+09	58201.5	612596
144	36	7.82142e+09	3683.87	207784
196	37	3.22537e+09	13741.3	108488
49	153	7.48716e+09	5032.61	204388
190	108	3.8239e+09	56750.9	77541.6
196	46	2.94583e+09	9664.63	101836
5	105	2.14974e+09	51899	234294
134	178	2.40401e+08	4308.54	83294.5
49	211	5.70839e+09	9276.57	209020
196	24	2.81918e+09	8235.04	98120.7
104	90	7.64812e+08	96231.6	294643
190	184	1.66988e+09	57041.9	77134.2
196	91	2.78592e+09	6433.41	83533.8
49	186	7.2071e+09	22566.4	193912
36	146	7.43804e+09	27052.5	220551
61	96	3.4644e+09	94508.9	601310
112	129	7.23753e+09	15799.4	176620
156	135	9.32001e+08	28836.3	306907
196	10	2.83768e+09	10425.5	99241.5
190	125	1.74297e+09	53598	76094.6
195	190	2.90904e+09	56638.9	547802
49	74	1.95682e+09	31984.3	180325
134	7	3.67272e+09	35170.5	104395
194	35	6.67426e+09	43017.3	254518
196	82	2.8e+09	8842.16	84504.3
142	64	1.08857e+10	55849.6	283695
49	106	1.88628e+09	38886.9	173462
190	177	1.68656e+09	53126.8	77443.6
196	185	1.27379e+09	7843.2	93040.4
85	3	3.06355e+09	11372.3	434470
49	18	1.54401e+09	44776.6	181130
196	25	2.89288e+09	18008.4	110750
193	129	5.72648e+09	15213.7	519966
134	17	4.28933e+09	8278.6	112772
190	152	1.69336e+09	52412.7	81190.7
196	15	2.35021e+09	16064.2	90477.9
49	132	7.44526e+09	14576.9	200971
36	160	7.06166e+09	57803.3	180891
196	101	3.24423e+09	9756.37	96125.7
78	11	2.03121e+09	42588.8	342950
49	31	1.66161e+09	50587.5	185477
190	63	4.12536e+09	74121.5	81179.8
83	167	1.30953e+10	49292.5	383519
162	70	2.15313e+10	46939	551779
196	123	1.05157e+09	12148.6	93682
5	29	1.65672e+09	57995.2	265364
128	52	2.40166e+10	19512.3	844002
49	28	1.51148e+09	20913.2	199740
144	75	6.82197e+09	10299	167610
134	135	8.12519e+07	17522.9	81420.8
196	149	1.51108e+09	26909.8	87180.4
190	81	3.78527e+09	53411.8	77906.5
196	139	1.34344e+09	4745.99	93532.6
207	86	2.34053e+10	40419.9	730132
49	47	1.79302e+09	20583.7	199529
194	79	8.46511e+09	32613.7	274549
196	122	1.12351e+09	7412.48	82839.4
190	48	3.50655e+09	55824.3	82375.9
192	156	1.41729e+10	72265.4	879686
104	2	3.32837e+09	68825.2	353765
49	117	2.01142e+09	33393.1	175649
196	42	2.96314e+09	11633.5	102095
156	80	1.25921e+10	19593.3	331798
21	75	6.79723e+09	56530.2	538623
49	57	1.53215e+09	20827.6	201334
134	80	4.17678e+09	19020.5	95570.4
190	111	3.85709e+09	55143.6	81968.5
196	164	1.25851e+09	9763.47	108841
142	94	1.13202e+10	63252	291498
36	50	1.02512e+09	22012.7	239361
49	39	1.78541e+09	18466.2	193506
196	175	1.03468e+09	11272.4	85056.8
85	208	1.28846e+10	22383.9	412313
190	138	1.67635e+09	52569	74278.2
49	45	1.85168e+09	12633	211082
196	188	1.24648e+09	9188.33	84114.3
196	172	6.36733e+08	21425.4	82042.6
134	51	4.42638e+09	18935.8	113080
49	182	7.44792e+09	22423.1	193702
190	148	1.67038e+09	59588.9	90572.5
196	22	2.65977e+09	6197.98	96990.6
193	146	6.33064e+09	44807.9	476016
49	98	1.9754e+09	30252.8	179024
112	146	5.6985e+09	27544.2	150520
196	44	3.25598e+09	10874	110017
190	114	3.92687e+09	58648.3	79107.5
49	66	1.91666e+09	13095.6	194400
196	197	9.66673e+07	15842.9	93652.7
134	151	3.34902e+08	11142.1	99458.2
49	55	2.01153e+09	3426.34	206578
5	100	2.17968e+09	41627.5	234578
190	141	1.67081e+09	52474.7	76822.6
194	158	3.40966e+09	17305.7	268007
196	108	2.67696e+09	9634.68	79496.7
36	196	5.94709e+09	6776.3	216377
49	34	1.28551e+09	19473.7	196207
196	184	1.19624e+09	12873.9	76141.1
190	43	3.39838e+09	50985.5	83362.7
144	199	2.57228e+09	12154.4	194312
49	187	7.34647e+09	2406.81	204338
196	125	1.1427e+09	4665.66	79865.8
104	3	4.21792e+09	35431.6	395404
190	113	3.42479e+09	69283.3	79613.2
196	177	1.11713e+09	4648.78	80760.4
49	33	1.86769e+09	17344	191852
134	54	3.91687e+09	20122.1	116376
131	86	2.52263e+10	56972.6	632981
196	152	1.16847e+09	6171.38	82270.9
49	140	7.60981e+09	12111	200439
83	150	1.16289e+10	46149.3	383066
190	153	1.61298e+09	52217.9	73968.5
196	63	3.42231e+09	22550	87590.2
156	51	1.2118e+10	18024.5	350791
49	202	6.21636e+09	21018.9	187863
85	209	1.127e+10	12688.2	414127
196	81	2.69469e+09	6099.34	80057.9
49	155	7.48571e+09	3154.19	204597
134	115	4.32131e+09	12352.6	107450
142	183	3.09031e+09	36754.5	331010
190	211	1.09441e+09	52959.2	82103
196	48	2.43841e+09	9533.06	83506
78	200	1.15334e+10	15236.3	411739
196	111	2.77815e+09	7742.2	84208.8
49	201	6.45479e+09	24641.4	197200
190	186	1.62056e+09	50112.2	83131.8
49	205	6.18756e+09	16580.4	193393
196	138	1.08431e+09	2717.03	78969.1
36	90	1.47623e+09	30379.9	187625
196	148	1.00346e+09	11013.5	93986.8
49	32	1.89536e+09	9845.38	203809
195	49	1.62627e+10	29453.7	658222
190	74	3.65919e+09	52834.9	76240.1
196	114	2.77422e+09	9119.78	83474.9
134	170	8.57191e+08	33201.6	95520.9
49	203	6.2058e+09	3805.78	207421
193	160	6.66012e+09	40375.1	471540
196	141	1.106e+09	9795.99	74340.2
194	169	2.01818e+09	30494.9	258513
190	106	3.67946e+09	52447.4	76666.9
49	99	1.92965e+09	25306.7	184005
196	43	2.32321e+09	11045.6	78141.4
49	59	1.92741e+09	9128.97	202190
5	72	2.03355e+09	57991.9	227690
196	113	2.54887e+09	20546.4	83189
49	119	1.94896e+09	22370.8	183304
190	18	3.4704e+09	65392.4	77279.4
196	153	1.06453e+09	3825.07	77200.2
134	27	3.8421e+09	8173.76	101237
49	41	1.88737e+09	9930.24	198553
196	211	1.04074e+08	12109.5	77791.5
104	208	1.25987e+10	31425.4	388265
190	132	1.59093e+09	53464.6	78848.5
49	65	1.91214e+09	33191.8	173193
196	186	1.18727e+09	2823.07	85259.9
68	21	1.06693e+10	134891	1.1168e+06
49	173	7.31581e+09	1861.65	201858
196	74	2.63095e+09	5690.2	78223.7
190	31	3.60563e+09	61087.9	91741.8
196	106	2.66022e+09	4685.95	79267.2
49	161	7.44236e+09	2293.53	203800
61	121	2.10114e+10	53016.9	639625
85	176	1.57906e+10	28267.4	420204
36	2	6.74684e+08	57659.5	192061
134	64	3.79379e+09	10134.9	93051.8
49	204	6.0631e+09	17025.6	188611
196	18	2.51174e+09	17915.3	79595.4
144	126	6.18198e+08	9333.26	145571
190	28	3.39429e+09	59141.9	78277
49	103	1.84972e+09	33959.2	169718
196	132	1.08679e+09	5126.82	82025.2
21	199	1.21121e+10	61264	562447
49	116	1.95043e+09	32184.1	171337
162	134	6.59043e+09	35932.7	491641
196	31	2.70545e+09	9199.18	98469.3
112	160	5.07879e+09	39659.5	129495
190	47	3.42416e+09	60772.6	76105.5
49	53	1.94683e+09	3742.94	201005
142	137	2.76571e+09	48077.3	304421
196	28	2.38362e+09	11402.7	80855
49	56	1.99809e+09	16221.4	189450
156	151	1.43799e+09	40137.2	307263
196	47	2.33633e+09	11794.2	79922.8
190	117	3.68353e+09	53971.8	71836.1
134	94	4.46853e+09	3973.35	114419
49	38	1.81021e+09	13381.2	194590
196	117	2.60782e+09	4213.28	76433.5
49	171	7.52987e+09	2909.87	201918
194	168	3.37216e+09	10351	280582
40	191	2.13872e+10	13379.2	787538
196	57	2.42107e+09	22932.4	70834
83	26	3.42103e+09	89944.4	359628
190	57	3.43153e+09	56588.8	82338.7
49	180	7.31583e+09	2214.33	202845
196	39	2.19499e+09	6764.1	76812.8
49	93	1.88146e+09	12630.1	194141
193	50	1.36861e+10	39723.7	494870
196	45	2.43812e+09	10355.6	84963.7
49	1	1.96203e+09	9642.92	194830
190	39	3.2815e+09	51538.9	77199.2
196	182	8.17486e+08	9147.58	78582.1
49	19	1.8529e+09	4511.73	201557
36	3	2.00573e+09	49828.7	208137
134	183	5.78844e+08	19943.9	111462
5	109	2.14425e+09	26107.8	233169
49	16	1.97376e+09	2114.41	201552
196	98	2.54393e+09	6645.92	74235.5
49	136	7.20243e+09	2311.25	201785
190	45	3.47565e+09	57990.8	82489.7
104	209	1.10662e+10	13283.2	398526
196	66	2.50729e+09	4446.22	74653.6
49	13	1.99934e+09	7332.05	194942
49	76	1.92675e+09	15975.1	186123
196	55	2.15636e+09	4388.59	77220.2
196	34	2.29994e+09	14030.3	73254.3
190	182	1.51429e+09	57119.9	75770.9
196	187	1.02067e+09	1969.47	76379.9
85	4	3.79706e+09	47042.2	379287
78	129	1.37941e+10	15545.3	386382
134	137	1.92028e+08	7682.46	108458
196	33	2.16775e+09	3576.24	77224.4
50	50	0.155624	217515	-8.52651e-14
190	98	3.52434e+09	55740.1	70302.4
196	140	1.16095e+09	3626.32	80527.6
62	145	3.15389e+10	81476.3	761443
196	202	1.21219e+08	3650.35	76835.7
196	155	1.04598e+09	3118.63	76236.9
190	66	3.5467e+09	51608.5	72652.5
196	201	1.28905e+08	20720.7	72724.7
196	205	1.13511e+08	5317.35	76259.9
50	196	4.39637e+09	18465.9	160830
190	55	3.28754e+09	52205.2	74564.7
196	32	2.13103e+09	10541	74717.8
134	71	3.44686e+09	14773.2	78463.2
196	203	1.24106e+08	4017.44	78813.8
143	52	2.63143e+10	18663	904929
207	87	1.88738e+10	20806.3	759715
196	99	2.5148e+09	7164.55	73751.3
190	34	3.3541e+09	64803.1	67642.8
196	59	2.12592e+09	8454.19	74469
144	210	2.26055e+09	18861.1	212504
196	119	2.48711e+09	9113.78	68165.9
194	88	8.21473e+09	28620.3	233226
127	198	6.53437e+09	75802.1	675240
196	41	2.07969e+09	4599.85	75487.8
142	71	1.06519e+10	53611.3	275983
50	90	1.14062e+09	53007.5	121139
196	65	2.48848e+09	4174.11	73814.7
190	187	1.57175e+09	52074.2	71436.2
36	208	6.92653e+09	7439.86	239381
196	173	9.44793e+08	2355.88	72967.6
196	161	9.6543e+08	2193.51	75504.5
134	12	4.16601e+09	34752.3	83892
196	204	9.74064e+07	3653.78	73586.8
190	33	3.28246e+09	51999.1	73962.7
196	103	2.39622e+09	3133.78	72148.2
196	116	2.43188e+09	3053.25	72072.7
50	2	6.41595e+08	69093	136769
196	53	1.9872e+09	4165.91	72186.7
190	140	1.72203e+09	52238.1	77077
196	56	2.0421e+09	6180.85	71094.4
193	196	2.53261e+09	22338.8	474035
196	38	2.10954e+09	3560.5	76015.4
156	54	1.01861e+10	31051	342247
196	171	1.0196e+09	3691.68	72740.3
104	176	1.60379e+10	15497.3	417967
196	180	9.7673e+08	2174.96	74488.6
134	107	3.32073e+09	4818.42	82335.3
190	202	1.09398e+09	52396.8	73250.4
50	3	1.44467e+09	58617.8	155490
196	93	2.46219e+09	3297.39	75077.9
196	1	2.07795e+09	2791.57	73286
196	19	2.0054e+09	4156.48	73516.2
85	77	7.67232e+08	82521.4	356169
196	16	1.97685e+09	3169.63	72101.6
190	155	1.64102e+09	15187.4	109329
196	136	9.982e+08	2881.71	72819
196	13	1.97478e+09	2033.29	71845
196	76	2.4099e+09	3044.16	70658.6
195	95	1.21079e+10	44646.5	601879
50	208	5.02659e+09	27804.3	175158
190	201	1.10187e+09	8117.85	130489
110	110	0.0708467	109310	7.7307e-12
134	14	3.17529e+09	39099.4	77600.1
110	97	2.8749e+08	37167	69374.7
83	35	4.20967e+09	28545.3	408859
190	205	1.06058e+09	4633.52	122105
110	37	8.22056e+08	28839.6	77507.1
50	209	4.56626e+09	14219.9	180861
190	32	3.26526e+09	57069.9	73350.1
5	8	3.06725e+09	47038.4	263527
110	46	8.54246e+08	8461.29	87156.4
21	126	1.52472e+10	65336.4	506812
190	203	1.04792e+09	54729.6	73262.8
110	24	7.61999e+08	31115	59358
112	50	1.17054e+09	20153.8	171680
134	181	5.80918e+08	23130	79300
50	176	7.17195e+09	33709.4	183027
110	91	2.54971e+08	22887.5	51196.8
190	99	3.46555e+09	54284.7	71792.2
110	10	6.01391e+08	13672.3	80111.9
165	159	6.12964e+09	89521.5	652540
190	59	3.22517e+09	52687.7	75396.7
36	209	5.84189e+09	13302.7	225637
110	82	2.3269e+08	13786	63677.6
50	4	1.37472e+09	43379.4	151216
134	23	3.77961e+09	14484.3	109270
110	185	3.07729e+09	22418.7	62582
190	119	3.54646e+09	58873.2	63567.5
194	11	7.54488e+09	23892.9	256536
110	25	1.04988e+09	31657.7	81217.5
190	41	3.167e+09	53197.2	72051.6
110	15	7.12124e+08	28037.8	62621.5
50	77	1.22544e+09	28979.9	177976
190	65	3.5299e+09	51669	71480.9
110	101	2.19765e+08	34099.4	55899.8
104	4	4.63523e+09	7472.66	403850
6	112	9.68278e+09	49671.8	921944
193	90	1.51528e+10	49094.2	442131
190	173	1.53941e+09	51874	68610.7
85	206	1.02228e+10	41970.5	377914
134	110	3.98091e+09	12691.4	98640.6
110	123	3.28744e+09	35792.3	54155.4
162	190	7.31058e+09	18864.8	567730
50	206	4.09053e+09	40058.6	148092
190	161	1.57995e+09	52685.7	70173.5
110	149	3.19163e+09	24346.5	73860.9
142	12	1.05932e+10	74267.3	280735
110	139	3.03611e+09	30731.7	51664
190	204	1.07554e+09	52023	70378.7
144	130	1.57557e+09	35975.2	184312
110	122	2.78405e+09	18306.2	56062.8
190	103	3.44398e+09	60770.5	59672.6
50	147	5.83544e+09	12268.9	171660
110	42	5.99125e+08	25459.5	72386.2
134	97	3.83012e+09	17540.1	91023.7
110	164	3.66401e+09	18721.4	84000.3
190	116	3.49954e+09	53407	66880
110	175	3.0257e+09	12731.1	67715.3
190	53	3.08917e+09	53409	68104.8
50	178	4.66529e+09	14041.1	125643
110	188	2.88772e+09	12872.7	64547
190	56	3.16551e+09	50964.9	71471.5
61	179	2.22704e+10	46017.2	661993
110	172	3.01972e+09	28338.2	59246.9
190	38	3.22371e+09	52342.6	72394.4
134	37	3.80885e+09	15330.5	93038.4
110	22	7.81223e+08	8368.35	78937.4
36	176	9.45242e+09	56923.1	203672
50	7	9.94076e+08	47447.9	144198
190	171	1.63138e+09	51002.9	70590.2
110	44	8.76439e+08	8181.97	96826
78	146	1.11886e+10	26568.3	361004
190	180	1.52784e+09	51576	70248.7
110	197	2.85001e+09	22719.6	70893.2
190	93	3.50438e+09	51786	71750.4
110	108	2.01683e+08	15501.3	57747.2
50	17	4.1735e+08	45281.8	127850
156	115	1.22233e+10	36063.6	320539
110	184	2.7125e+09	16359	56773.1
190	1	3.21812e+09	51056.3	70182.4
134	46	3.55377e+09	5827.19	91812.6
110	125	2.58752e+09	4110.5	64538.1
190	19	3.09745e+09	53498.6	69335.2
194	200	9.72111e+08	93167.9	228697
5	20	1.50421e+09	78640.1	241761
83	79	1.18654e+09	82211	364821
110	177	2.62304e+09	27187.7	42338.7
190	16	3.09219e+09	52132.7	68299.7
50	135	4.65631e+09	16454	134570
190	136	1.57753e+09	52117.7	68744.1
110	152	2.71668e+09	19374.3	53185.2
190	13	3.11317e+09	51554.5	67484.9
110	63	3.5488e+08	29941.8	64315.6
85	147	1.4903e+10	31029.9	384633
190	76	3.49483e+09	52239.5	66624.4
110	81	2.23796e+08	13464.3	56810
134	24	3.34493e+09	2847.01	89648.1
50	80	1.03405e+09	35402.5	131269
110	48	6.6975e+08	10168.9	66987.3
104	77	1.77971e+09	54587	369097
110	111	1.76493e+08	35738.5	40329.6
110	138	2.44643e+09	11072.2	54731
160	160	0.0891647	172157	3.09228e-11
50	51	4.89922e+08	56946.6	127150
110	148	3.16395e+09	23877.9	65239.6
36	4	1.89065e+09	21410.4	217043
110	114	1.9679e+08	22702.8	54009
134	91	2.82198e+09	5486.22	70620.3
193	2	1.43433e+10	29912.4	493029
110	141	2.53438e+09	13525.8	54727.6
110	43	6.54436e+08	9258.74	64045.4
50	151	5.23279e+09	45440.4	117241
110	113	2.73014e+08	28074.4	59778.2
160	50	4.995e+09	53147.1	141689
21	210	1.3614e+10	88850.7	559758
110	153	2.44559e+09	3184.92	61957.5
142	107	1.05883e+10	5462.85	318049
110	211	2.23073e+09	28699.8	45318.4
134	10	3.37359e+09	7983.39	87823
50	54	6.28517e+08	34226.1	154353
110	186	2.59455e+09	21167.8	51032.3
36	77	1.3546e+09	40160.1	210654
110	74	2.28862e+08	22751.4	45279.6
110	106	2.56814e+08	20932	47138.3
160	196	2.37263e+09	25409.8	131206
195	144	4.98452e+09	24439.6	523155
110	18	5.93561e+08	17609.9	64018
112	196	4.83102e+09	6299.23	147315
50	115	1.38874e+09	13953.6	157929
110	132	2.59736e+09	14718	56551.1
134	82	2.95384e+09	7552.77	71933.1
144	105	4.88946e+09	36521.1	116286
110	31	7.79001e+08	8880.06	82905.6
194	129	3.30474e+09	15054.5	281764
110	28	5.91534e+08	20565.2	55809.7
85	178	1.41353e+10	17767.4	353651
110	47	7.2058e+08	8413.63	67420.5
