,SampleID,NeuronID,Neuron_Type,Soma_Region,Total_Length,Terminal_Count,Terminal_Regions,Region_projection_length,Outlier_Count,Outlier_Details
0,251637,001.swc,IT,Ial,1106.1059999999675,204,"['PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'ic', 'Ial', 'Ial', 'Ial', 'Unknown_0', 'Ial', 'Pu', 'Ial', 'Ial', 'Iapl', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Pu', 'Iapl', 'Ial', 'Ial', 'Ial', 'Pu', 'ic', 'Pu', 'Pu', 'Pu', 'Unknown_0', 'Unknown_0', 'Ia/Id', 'Ia/Id', 'Iapl', 'Iapl', 'Iapl', 'Ial', 'Ial', 'Ial', 'Ia/Id', 'Ial', 'Ial', 'Ial', 'Unknown_0', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Unknown_0', 'Ial', 'PrCO', 'Ia/Id', 'Ia/Id', 'Ia/Id', 'Ia/Id', 'Unknown_0', 'Unknown_0', 'Ial', 'Ia/Id', 'Iapl', 'Iapl', 'Iapl', 'Ia/Id', 'Pu', 'Pu', 'ac', 'IPAC', 'Unknown_0', 'Ial', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Pu', 'Ia/Id', 'Unknown_0', 'Unknown_0', 'Iapl', 'Unknown_0', 'Ia/Id', 'Iapl', 'Ial', 'ac', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Ia/Id', 'Ia/Id', 'Unknown_0', 'Unknown_0', 'ac', 'Pu', 'Pu', 'ac', 'ac', 'Unknown_0', 'Ia/Id', 'Unknown_0', 'Iapl', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Ia/Id', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Ia/Id', 'Iapl', 'Unknown_0', 'Unknown_0', 'Ia/Id', 'Ia/Id', 'Ia/Id', 'ac', 'ac', 'ac', 'Unknown_0', 'Ia/Id', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Ia/Id', 'Ia/Id', 'ac', 'Pu', 'Pu', 'ac', 'ac', 'Pu', 'Pu', 'ac', 'Pu', 'Pu', 'Pu', 'ac', 'Pu', 'Pu', 'Pu', 'ac', 'IPAC', 'Pu', 'Pu', 'Pu', 'ac', 'Pu', 'ac', 'Pu', 'Pu', 'Acb', 'ac']","{'Ial': 329.48899999999384, 'Cl': 14.370999999999988, 'Pu': 226.38799999999912, 'IPAC': 8.566999999999993, 'ac': 90.0960000000007, 'Acb': 2.916999999999999, 'VP': 0.6100000000000003, 'PrCO': 21.656999999999968, 'Iai': 3.3939999999999997, 'ic': 11.852999999999998, 'Iapl': 82.50700000000079, 'Ia/Id': 119.19700000000209}",35,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (192, 211, 76)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 207, 92)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (204, 207, 93)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (185, 211, 73)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (191, 213, 75)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 208, 87)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (196, 208, 79)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (184, 211, 71)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (188, 210, 74)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (187, 212, 74)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (191, 211, 75)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (191, 211, 75)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 207, 93)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (201, 209, 91)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 206, 95)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (205, 206, 90)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 207, 92)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (205, 206, 90)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 206, 91)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (200, 208, 95)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 207, 93)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 207, 93)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 205, 98)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 204, 97)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (199, 209, 94)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 207, 91)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (200, 209, 89)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (204, 208, 89)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (204, 205, 90)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (200, 210, 93)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (201, 208, 94)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (202, 205, 98)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 204, 97)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 204, 100)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (203, 207, 96)}]"
1,251637,002.swc,IT,Ial,25.74899999999995,24,"['Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial']","{'Ial': 23.56699999999996, 'PrCO': 2.1819999999999995}",0,[]
2,251637,003.swc,IT,PrCO,65.41300000000045,46,"['Ial', 'PrCO', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Unknown_0', 'PrCO']","{'PrCO': 46.19400000000013, 'Ial': 18.99899999999998}",1,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (196, 214, 78)}]"
3,251637,004.swc,IT,PrCO,1537.6059999999275,222,"['Ial', 'PrCO', 'PrCO', 'PrCO', 'Iai', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Pu', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'Cl', 'Pu', 'Ial', 'PrCO', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'PrCO', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'ac', 'PrCO', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'ac', 'PrCO', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'ac', 'ac', 'PrCO', 'Pu', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'ac', 'ASt', 'ac', 'ASt', 'ASt', 'ac', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'ac', 'ac', 'ASt', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'ac', 'ac', 'PrCO', 'PrCO', 'Pu', 'IPAC', 'Pu', 'Pu', 'ac', 'ac', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'Pu', 'Unknown_0', 'Pu', 'Unknown_0', 'Pu', 'Pu', 'Pu', 'Pu', 'Acb', 'Pu', 'Pu', 'Pu', 'Pu', 'Pu', 'Acb', 'Pu', 'Pu', 'ic', 'ic', 'ic', 'Pu', 'Pu', 'Unknown_0', 'Pu', 'Unknown_0', 'PrCO', 'PrCO', 'PrCO', 'Pu', 'ac', 'Pu', 'ac', 'Pu', 'ac', 'Unknown_0', 'Unknown_0', 'Pu', 'Pu', 'Acb', 'Acb', 'Pu', 'Pu', 'ic', 'ic', 'Pu', 'PrCO', 'ic', 'ic', 'ac', 'Pu', 'Pu', 'CdH', 'ASt', 'Unknown_0', 'PrCO', 'Unknown_0', 'ac', 'ac', 'Pu', 'Pu', 'Pu', 'CdH', 'CdH', 'Unknown_0', 'CdH', 'CdH', 'CdH', 'Pu', 'Pu', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH', 'CdH']","{'PrCO': 58.495000000000125, 'Iai': 10.747999999999994, 'Ial': 18.039999999999967, 'Cl': 55.41499999999999, 'Pu': 937.6069999999849, 'ac': 152.90300000000096, 'IPAC': 1.7459999999999993, 'ic': 35.413999999999994, 'ASt': 25.87900000000002, 'Acb': 18.74799999999999, 'CdH': 110.4080000000007}",9,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (183, 181, 72)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (156, 219, 92)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (191, 169, 76)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (188, 178, 69)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (184, 180, 72)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (184, 180, 73)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (189, 176, 68)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (195, 216, 78)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (159, 219, 92)}]"
4,251637,005.swc,PT,PrCO,610.9469999999884,84,"['PrCO', 'py', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Acb', 'ac', 'PrCO', 'PrCO', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PLH', 'PLH', 'ac', 'PrCO', 'PrCO', 'PLH', 'PLH', 'ZI-H', 'PLH', 'Ce', 'ac', 'CdH', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'BLD', 'Me', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'BM', 'BLD', 'BM', 'AA', 'AA', 'BM', 'BLD', 'PrCO', 'PrCO', 'BLI', 'BLI', 'BM', 'PrCO', 'PrCO', 'STIA', 'BLI', 'Me', 'BLD', 'Ce', 'Unknown_0', 'PrCO', 'PrCO', 'PrCO', 'Unknown_0', 'STIA', 'Unknown_0', 'BLI', 'Me', 'BLD', 'PrCO', 'Ce', 'BM', 'BM', 'PrCO', 'BLD', 'STIA', 'PrCO', 'PrCO', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'Unknown_0', 'PrCO']","{'PrCO': 47.02900000000003, 'Ial': 8.898999999999997, 'Iai': 6.360999999999994, 'Cl': 8.035999999999998, 'ic': 46.151999999999944, 'Pu': 8.348000000000003, 'EGP': 16.782999999999994, 'PLH': 62.255999999999915, 'cp': 18.05299999999997, 'ZI-H': 6.775999999999998, 'n3': 6.528999999999998, 'Pn': 45.05399999999994, 'py': 22.98499999999999, 'ac': 28.74599999999997, 'VP': 14.471000000000009, 'B': 4.520999999999999, 'PeB': 18.846999999999987, 'AA': 21.454999999999977, 'Ce': 14.51299999999998, 'BM': 39.70799999999987, 'BLD': 32.21499999999998, 'BLI': 24.700999999999976, 'STIA': 13.723999999999998, 'CdT': 0.7060000000000003, 'Me': 19.807999999999964, 'ST': 8.081999999999997, 'Acb': 2.066, 'CdH': 6.9629999999999965}",8,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (172, 173, 59)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (173, 171, 60)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (174, 167, 59)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (195, 215, 78)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (194, 218, 77)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (195, 215, 78)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (195, 217, 78)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (196, 217, 78)}]"
5,251637,006.swc,IT,PrCO,295.03099999999716,67,"['Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'Cl', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Unknown_0', 'Unknown_0', 'PrCO', 'Ial', 'Unknown_0', 'PrCO', 'PrCO', 'PrCO', 'F5', 'PrCO', 'Ial', 'Ial', 'PrCO', 'Iai', 'Ial', 'F4', 'F4', 'F4', 'PrCO', 'PrCO', 'Iai', 'Ial', 'F5', 'Ial', 'Iai', 'Iai', 'Iai', 'F4', 'F5']","{'PrCO': 54.89000000000019, 'Ial': 51.80499999999994, 'Iai': 3.9149999999999974, 'F5': 90.51700000000062, 'F4': 21.336000000000023, 'Iapl': 6.715999999999998, 'Ia/Id': 6.690000000000002, 'Cl': 20.706}",3,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (185, 181, 73)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (185, 181, 73)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (196, 222, 95)}]"
6,251637,007.swc,IT,Ial,439.48899999999514,89,"['PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Unknown_0', 'Pu', 'Pu', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Cl', 'PrCO', 'Unknown_0', 'area_12o', 'area_12o', 'area_12o', 'Ial', 'PrCO', 'Ial', 'Ial', 'Pu', 'Pu', 'area_12l', 'PrCO', 'Ial', 'F5', 'F5', 'Unknown_0', 'Unknown_0', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'Iai', 'Iai', 'PrCO', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO']","{'Ial': 59.122999999999905, 'Iai': 20.238999999999987, 'PrCO': 118.9070000000016, 'Cl': 41.77899999999998, 'Pu': 55.68199999999988, 'ac': 3.7620000000000005, 'area_12o': 38.18099999999994, 'area_12l': 5.658999999999996, 'F5': 35.784999999999954}",4,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (185, 211, 89)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (199, 226, 98)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (200, 227, 98)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (200, 226, 98)}]"
7,251637,008.swc,CT,Ial,485.18799999999203,72,"['PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Unknown_0', 'Unknown_0', 'ic', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'Unknown_0', 'PrCO', 'PrCO', 'MD', 'IMD', 'IMD', 'MD', 'MD', 'MD', 'MD', 'IMD', 'MD', 'MD', 'IMD', 'MD', 'MD', 'MD', 'MD', 'IMD', 'MD', 'IMD', 'IMD', 'IMD', 'MD', 'MD', 'MD', 'MD', 'MD', 'IMD', 'CM', 'MD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'MD', 'IMD', 'IMD', 'IMD', 'MD']","{'Ial': 23.63099999999998, 'PrCO': 12.489999999999997, 'Iai': 13.927000000000008, 'Iapl': 1.4800000000000002, 'Cl': 9.496000000000002, 'Pu': 9.929999999999994, 'ic': 49.47999999999997, 'Rt': 4.715999999999997, 'VA': 16.524999999999984, 'VLA': 0.326, 'CL-PC': 4.227000000000001, 'MD': 115.37000000000128, 'IMD': 149.63500000000153, 'CM': 12.535999999999985}",3,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (197, 194, 95)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (199, 188, 96)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (193, 216, 77)}]"
8,251637,009.swc,CT,Ial,405.9859999999949,84,"['Ial', 'PrCO', 'Ial', 'Iai', 'Unknown_0', 'PrCO', 'Ial', 'Iai', 'PrCO', 'Ial', 'Ial', 'Ial', 'Ial', 'PrCO', 'PrCO', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'Ial', 'Ial', 'PrCO', 'Ial', 'PrCO', 'Ial', 'MD', 'PrCO', 'PrCO', 'PrCO', 'IMD', 'IMD', 'IMD', 'CM', 'CM', 'MD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'CM', 'PrCO', 'Ial', 'Ial', 'MD', 'MD', 'IMD', 'CM', 'PrCO', 'IMD', 'IMD', 'IMD', 'IMD', 'MD', 'MD', 'IMD', 'IMD', 'CM', 'CM', 'PrCO', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'PrCO', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'IMD', 'MD', 'PrCO', 'IMD', 'IMD', 'PrCO', 'PrCO']","{'Ial': 18.97199999999998, 'PrCO': 15.377999999999993, 'Iai': 9.202000000000002, 'Cl': 8.502999999999998, 'Pu': 22.259999999999977, 'ic': 28.278999999999993, 'EGP': 11.481999999999992, 'Rt': 1.2940000000000005, 'VA': 16.166000000000004, 'CL-PC': 2.099, 'MD': 70.31199999999987, 'IMD': 123.30600000000177, 'CM': 45.84999999999998, 'IAM': 0.3650000000000001}",1,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (170, 217, 116)}]"
9,251637,010.swc,IT,PrCO,553.3809999999908,81,"['Iai', 'Iai', 'Iai', 'PrCO', 'Ial', 'Iai', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Iai', 'PrCO', 'PrCO', 'PrCO', 'PrCO', 'Cl', 'Iai', 'PrCO', 'rostral_ERh', 'rostral_ERh', 'area_35', 'Ia/Id', 'Pi', 'Pi', 'Ia/Id', 'Ia/Id', 'rostral_ERh', 'rostral_ERh', 'area_35', 'area_35', 'TGa', 'Iai', 'Iai', 'Iai', 'Iai', 'PrCO', 'PrCO', 'Iai', 'Pi', 'Pi', 'Ia/Id', 'Ia/Id', 'IPa', 'TGvd', 'Unknown_0', 'area_35', 'area_35', 'area_36r/p', 'rostral_ERh', 'area_35', 'area_35', 'area_35', 'area_35', 'TGvd', 'TGvd', 'TGvd', 'Ia/Id', 'Ia/Id', 'Ia/Id', 'Ia/Id', 'TGvd', 'Unknown_0', 'rostral_ERh', 'mid_ERh', 'mid_ERh', 'TGvd', 'TGvd', 'PrCO', 'PrCO', 'PrCO', 'area_35', 'mid_ERh', 'PrCO', 'PrCO', 'PrCO']","{'PrCO': 37.38299999999996, 'Iai': 24.149999999999963, 'Ial': 20.767999999999997, 'Cl': 64.93400000000001, 'Pi': 37.899999999999956, 'Ia/Id': 58.519000000000034, 'DEn': 10.925000000000004, 'rostral_ERh': 58.967999999999925, 'IPa': 4.153999999999999, 'area_35': 101.5280000000013, 'TGvd': 31.84199999999997, 'LaV': 0.085, 'mid_ERh': 15.861000000000002, 'area_36r/p': 3.7749999999999964, 'TGa': 0.585}",2,"[{'type': 'Terminal', 'region': 'Unknown_0', 'coords': (182, 210, 39)}, {'type': 'Terminal', 'region': 'Unknown_0', 'coords': (181, 207, 41)}]"
