SampleID,NeuronID,Neuron_Type,Soma_Region,Projection_length,Region_projection_length,Terminal_Regions,Type
251637,001.swc,IT,Iai,1106.1059999999989,"{'Iai': 415.38999999999055, 'Frontal': 195.0599999999996, 'ac': 14.370999999999988, 'PreThal': 226.38799999999912, 'VPHy': 8.566999999999993, 'CMn-PF': 90.0960000000007, 'MThal': 2.916999999999999, 'SPFC': 0.6100000000000003, 'lat_PFC': 21.656999999999968, 'Thal': 11.852999999999998, 'Ia/Id': 119.19700000000209}","['lat_PFC', 'Iai', 'Thal', 'Frontal', 'PreThal', 'Ia/Id', 'CMn-PF', 'VPHy', 'MThal']",CT
251637,002.swc,IT,Iai,25.74900000000001,"{'Iai': 23.56699999999996, 'lat_PFC': 2.1819999999999995}","['Iai', 'lat_PFC']",IT
251637,003.swc,IT,lat_PFC,65.41300000000001,"{'lat_PFC': 46.19400000000013, 'Iai': 18.99899999999998, 'Frontal': 0.21999999999999997}","['Iai', 'lat_PFC', 'Frontal']",IT
251637,004.swc,IT,lat_PFC,1537.606000000001,"{'lat_PFC': 58.495000000000125, 'Iai': 28.787999999999975, 'Frontal': 112.20300000000111, 'ac': 55.41499999999999, 'PreThal': 937.6069999999849, 'CMn-PF': 152.90300000000096, 'VPHy': 1.7459999999999993, 'Thal': 35.413999999999994, 'ZI-H': 25.87900000000002, 'MThal': 18.74799999999999, 'Pit': 110.4080000000007}","['Iai', 'lat_PFC', 'PreThal', 'ac', 'CMn-PF', 'ZI-H', 'VPHy', 'Frontal', 'MThal', 'Thal', 'Pit']",CT
251637,005.swc,IT,lat_PFC,610.947000000002,"{'lat_PFC': 47.02900000000003, 'Iai': 15.259999999999982, 'Frontal': 57.15999999999982, 'ac': 8.035999999999998, 'Thal': 46.151999999999944, 'PreThal': 8.348000000000003, 'A': 16.782999999999994, 'LP': 62.255999999999915, 'Cb2V': 18.05299999999997, 'PrC': 6.775999999999998, 'Cb1V': 6.528999999999998, 'Sp5O': 45.05399999999994, 'Unknown': 22.98499999999999, 'CMn-PF': 28.74599999999997, 'SPFC': 14.471000000000009, 'SG': 23.367999999999988, 'PHy': 21.454999999999977, 'JPLH': 14.51299999999998, 'di': 39.70799999999987, 'Arc': 56.9159999999999, 'PeF': 13.723999999999998, 'Pit': 7.668999999999997, 'STh': 19.807999999999964, 'MLThal': 8.081999999999997, 'MThal': 2.066}","['lat_PFC', 'Unknown', 'Iai', 'MThal', 'CMn-PF', 'LP', 'PrC', 'JPLH', 'Pit', 'Arc', 'STh', 'di', 'PHy', 'PeF', 'Frontal']",CT
