SampleID,NeuronID,Type,Soma_Region,Total_Length,Terminal_Regions,Regional_Lengths
251637,001.swc,PT,Amy,1106.1059999999675,"['Amy', 'BG', 'Unknown', 'VPons']","{'Amy': 445.6139999999894, 'Unknown': 195.0599999999996, 'LVPal': 14.370999999999988, 'BG': 331.863999999994, 'VPons': 119.19700000000209}"
