"stratum","target","n_L","n_R","n_samples","frac_L","frac_R","mean_L","mean_R","median_pos_L","median_pos_R","p_presence","p_magnitude","direction","p_presence_BH","p_magnitude_BH"
"IDD5_251637","ASt",33,30,1,0.121212121212121,0.133333333333333,0.00813329764451132,0.0140642440190602,0.063269037925321,0.098104310557307,1,0.858397156440108,"R>L",1,0.858397156440108
"IDD5_251637","AON/TTv",33,30,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_251637","EA",33,30,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_251637","APir",33,30,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_251637","LaD",33,30,1,0.0303030303030303,0.0666666666666667,0.00121725445135716,0.00606696747934095,0.0401693968947862,0.0910045121901143,0.601118078114376,0.49025264230938,"R>L",1,0.560288734067862
"IDD5_251637","LaV",33,30,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_251637","PR-RI",33,30,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_251637","EGP",33,30,1,0.0303030303030303,0,0.00160537218436092,0,0.0529772820839103,NA,1,0.356695253362759,"L>R",1,0.475593671150346
"IDD5_251637","IGP",33,30,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDD5_251637","B",33,30,1,0.0303030303030303,0,0.00158008168398764,0,0.0521426955715922,NA,1,0.356695253362759,"L>R",1,0.475593671150346
"IDM_251637","Ce",44,32,1,0.0227272727272727,0,0.00140701589622886,0,0.0619086994340697,NA,1,0.408717432922922,"L>R",1,0.520185823720083
"IDM_251637","BM",44,32,1,0,0.0625,0,0.00453314206298457,NA,0.0725302730077531,0.174035087719298,0.0988690143118424,"R>L",0.870175438596492,0.346041550091448
"IDM_251637","BLD",44,32,1,0.0227272727272727,0.03125,0.000718517744752429,0.000915673702351611,0.0316147807691069,0.0293015584752516,1,0.849546785201283,"R>L",1,0.849546785201283
"IDM_251637","BLI",44,32,1,0,0.0625,0,0.00864065370246191,NA,0.138250459239391,0.174035087719298,0.0988690143118424,"R>L",0.870175438596492,0.346041550091448
"IDM_251637","BLV",44,32,1,0,0.03125,0,0.0030163638076193,NA,0.0965236418438175,0.421052631578947,0.251814247797157,"R>L",1,0.440674933645024
"IDM_251637","AA",44,32,1,0.0227272727272727,0.03125,0.000543525481509395,0.00160827789411263,0.0239151211864134,0.0514648926116043,1,0.819929173738029,"R>L",1,0.849546785201283
"IDM_251637","Pir",44,32,1,0,0.03125,0,0.00158546133461816,NA,0.0507347627077813,0.421052631578947,0.251814247797157,"R>L",1,0.440674933645024
"IDM_251637","Me",44,32,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
"IDM_251637","STIA",44,32,1,0.0227272727272727,0,0.000871239374772412,0,0.0383345324899861,NA,1,0.408717432922922,"L>R",1,0.520185823720083
"IDM_251637","PaL",44,32,1,0,0,0,0,NA,NA,1,NA,"R>L",1,NA
