"stratum","target_region","mean_L","mean_R","n_L","n_R","LI","p_wilcox","p_BH","significant","abs_LI","direction","receipt_class"
"region_IDD5","TG@L3",0,0.0091191972231855,34,36,-0.999998903413449,0.0908441335826198,0.417883014480051,FALSE,0.999998903413449,"R > L","one_side_only_or_extreme"
"region_IDD5","SII@L3",0.0398369888288404,0.0542962956723375,34,36,-0.153604597821827,0.49629514327811,0.634154905299807,FALSE,0.153604597821827,"R > L","bilateral_receiving"
"region_IDD5","SI@L3",0.00153902469035325,0.0141166641028126,34,36,-0.803390482828517,0.58061103336747,0.702844935129043,FALSE,0.803390482828517,"R > L","bilateral_receiving"
"region_IDD5","lat_IPS@L3",0,0.00148988036405058,34,36,-0.999993288096734,0.345557023431301,0.454160659366852,FALSE,0.999993288096734,"R > L","one_side_only_or_extreme"
"region_IDD5","area_7_in_IPL@L3",0.0252703498781255,0.0210487201032101,34,36,0.0911423494727543,0.717554699523959,0.846346568669285,FALSE,0.0911423494727543,"L > R","bilateral_receiving"
"region_IDD5","VMid@L3",0.00253568535236449,0,34,36,0.999996056308582,0.317112900084624,0.454160659366852,FALSE,0.999996056308582,"L > R","one_side_only_or_extreme"
"region_IDD5","DSP@L3",0.00183726312070942,0.000903695710817372,34,36,0.34059760153202,0.96752352742678,1,FALSE,0.34059760153202,"L > R","bilateral_receiving"
"region_IDD5","STGr/STSd@L3",0.00181483736414627,0.00236988487581152,34,36,-0.132636326493101,1,1,FALSE,0.132636326493101,"R > L","bilateral_receiving"
"region_IDD5","VPons@L3",0,0,34,36,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
"region_IDD5","DPons@L3",0.00162939477015057,0,34,36,0.999993862789539,0.317112900084624,0.454160659366852,FALSE,0.999993862789539,"L > R","one_side_only_or_extreme"
"region_IDD5","LPons@L3",0,0,34,36,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
"region_IDD5","VPal@L3",0,0,34,36,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
"region_IDD5","POC@L3",0,0,34,36,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
"region_IDD5","VThal@L3",0.00303354389589855,0,34,36,0.999996703536399,0.317112900084624,0.454160659366852,FALSE,0.999996703536399,"L > R","one_side_only_or_extreme"
"region_IDD5","HF@L3",0,0.00385403615572213,34,36,-0.999997405324276,0.345557023431301,0.454160659366852,FALSE,0.999997405324276,"R > L","one_side_only_or_extreme"
"region_IDD5","vm_IPS@L3",0,0.00182539564677171,34,36,-0.999994521765604,0.345557023431301,0.454160659366852,FALSE,0.999994521765604,"R > L","one_side_only_or_extreme"
"region_IDD5","TE@L3",0,0.0163876473952459,34,36,-0.999999389784656,0.0486490888619095,0.27973226095598,FALSE,0.999999389784656,"R > L","one_side_only_or_extreme"
"region_IDD5","MCC@L3",0,0.00885672783762193,34,36,-0.999998870916111,0.345557023431301,0.454160659366852,FALSE,0.999998870916111,"R > L","one_side_only_or_extreme"
"region_IDD5","PThal@L3",0.01313236622732,0.00585406136199285,34,36,0.383342311114962,0.535612583635126,0.665896725600427,FALSE,0.383342311114962,"L > R","bilateral_receiving"
"region_IDD5","area_5@L3",0.00279725263595868,0,34,36,0.999996425076476,0.317112900084624,0.454160659366852,FALSE,0.999996425076476,"L > R","one_side_only_or_extreme"
"region_IDD5","Rt@L3",0,0,34,36,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
"region_IDD5","SMA/preSMA@L3",0.00349375187520185,0,34,36,0.999997137755704,0.317112900084624,0.454160659366852,FALSE,0.999997137755704,"L > R","one_side_only_or_extreme"
"region_IDD5","IMed@L3",0,0,34,36,0,NA,NA,FALSE,0,"L > R","one_side_only_or_extreme"
