"target","side","ap","prop","Region"
"Pi","L",173.9408,0,"IDV"
"Pi","L",173.518,0,"IDV"
"Pi","L",171.212,0,"IDV"
"Pi","L",171.5368,0,"IDM"
"Pi","L",169.778,0.14948489010989,"IDM"
"Pi","L",169.8048,0.407097067285851,"IDM"
"Pi","L",172.1768,0.0931784032855855,"IDM"
"Pi","L",172.7768,0,"IDM"
"Pi","L",171.3688,0,"IDM"
"Pi","L",172.6608,0,"IDM"
"Pi","L",173.452,0,"IDM"
"Pi","L",174.5272,0,"IDM"
"Pi","L",172.8328,0,"IDM"
"Pi","L",170.464,0,"IDM"
"Pi","L",169.934,0,"IDM"
"Pi","L",170.114,0,"IDM"
"Pi","L",171.028,0,"IDM"
"Pi","L",173.736,0,"IDM"
"Pi","L",173.158,0,"IDM"
"Pi","L",171.17,0,"IDM"
"Pi","L",170.27,0,"IDM"
"Pi","L",171.472,0,"IDM"
"Pi","L",171.146,0,"IDM"
"Pi","L",173.256,0,"IDM"
"Pi","L",168.864,0,"IDM"
"Pi","L",168.9352,0,"IDM"
"Pi","L",168.4768,0,"IDM"
"Pi","L",169.354,0,"IDD5"
"Pi","L",170.696,0,"IDM"
"Pi","L",171.832,0,"IDM"
"Pi","L",171.0672,0,"IDM"
"Pi","L",211.3912,0.0378892718183354,"IAL"
"Pi","L",210.4168,0,"IAL"
"Pi","L",210.1168,0,"IAPM"
"Pi","L",211.9072,0,"IAPM"
"Pi","L",210.6632,0,"IAPM"
"Pi","L",211.118,0,"IAPM"
"Pi","L",212.0196,0,"IAPM"
"Pi","L",213.6916,0,"IAPM"
"Pi","L",213.7356,0,"IAPM"
"Pi","L",214.7564,0,"IAPM"
"Pi","L",213.5468,0.0989443699731904,"IAPM"
"Pi","L",213.5636,0,"IAPM"
"Pi","L",213.0968,0,"IAPM"
"Pi","L",212.2664,0,"IAL"
"Pi","L",211.8712,0,"IAL"
"Pi","L",211.8992,0,"IAL"
"Pi","L",211.3288,0,"IAL"
"Pi","L",211.884,0,"IAL"
"Pi","L",212.5584,0,"IAPM"
"Pi","L",212.4096,0,"IAPM"
"Pi","L",211.998,0,"IAPM"
"Pi","L",210.7472,0,"IAPM"
"Pi","L",211.5472,0,"IAPM"
"Pi","L",162.881,0,"IDD5"
"Pi","L",205.632,0,"IAL"
"Pi","L",205.908,0,"IAL"
"Pi","L",203.608,0,"IAL"
"Pi","L",190.706,0,"IDM"
"Pi","L",188.714,0,"IDM"
"Pi","L",187.365,0,"IDM"
"Pi","L",209.919,0,"IAL"
"Pi","L",209.287,0,"IAL"
"Pi","L",206.676,0.0559525099840755,"IAL"
"Pi","L",205.484,0,"IAL"
"Pi","L",206.506,0,"IAL"
"Pi","L",207.459,0,"IAL"
"Pi","L",208.442,0,"IAL"
"Pi","L",209.073,0,"IAL"
"Pi","L",207.16,0,"IAL"
"Pi","L",208.53,0,"IAL"
"Pi","L",210.3,0,"IAL"
"Pi","R",213.8664,0,"IAL"
"Pi","R",213.9036,0,"IAL"
"Pi","R",215.7856,0,"IAL"
"Pi","R",216.6584,0,"IAL"
"Pi","R",216.3672,0,"IAL"
"Pi","R",216.0444,0,"IAL"
"Pi","R",216.3204,0,"IAL"
"Pi","R",215.7388,0,"IAL"
"Pi","R",216.3748,0,"IAL"
"Pi","R",217.6472,0.090185601161709,"IAL"
"Pi","R",217.4992,0,"IAL"
"Pi","R",217.4512,0,"IAL"
"Pi","R",216.86,0,"IAL"
"Pi","R",216.0316,0,"IAL"
"Pi","R",216.1528,0,"IAL"
"Pi","R",216.88,0.0713073208769457,"IAL"
"Pi","R",216.5864,0,"IAL"
"Pi","R",215.1964,0,"IAL"
"Pi","R",214.6016,0,"IAL"
"Pi","R",214.9016,0,"IAL"
"Pi","R",215.5436,0,"IAL"
"Pi","R",215.4492,0,"IAL"
"Pi","R",217.4524,0,"IAL"
"Pi","R",217.6764,0,"IAL"
"Pi","R",218.6192,0,"IAL"
"Pi","R",218.7924,0,"IAL"
"Pi","R",217.7156,0,"IAL"
"Pi","R",216.6076,0,"IAL"
"Pi","R",216.4336,0,"IAL"
"Pi","R",214.8928,0,"IAL"
"Pi","R",214.958,0,"IAL"
"Pi","R",216.9168,0,"IAL"
"Pi","R",216.4576,0,"IAL"
"Pi","R",215.7588,0,"IAL"
"Pi","R",217.0748,0,"IAL"
"Pi","R",216.6168,0,"IAL"
"Pi","R",217.5376,0,"IAL"
"Pi","R",217.1596,0,"IAL"
"Pi","R",216.3524,0.0764307539846395,"IAL"
"Pi","R",218.4772,0,"IAL"
"Pi","R",218.0716,0,"IAL"
"Pi","R",218.318,0,"IAL"
"Pi","R",217.5132,0,"IAL"
"Pi","R",214.1356,0,"IAL"
"Pi","R",212.7516,0,"IAL"
"Pi","R",212.2256,0,"IAL"
"Pi","R",213.6328,0,"IAL"
"Pi","R",214.7216,0,"IAL"
"Pi","R",214.982,0,"IAL"
"Pi","R",214.924,0,"IAL"
"Pi","R",215.1468,0,"IAL"
"Pi","R",216.7568,0,"IAL"
"Pi","R",216.354,0,"IAL"
"Pi","R",216.082,0,"IAL"
"Pi","R",215.8128,0,"IAL"
"Pi","R",216.1248,0,"IAL"
"Pi","R",213.3236,0,"IAL"
"Pi","R",213.8368,0,"IAL"
"Pi","R",212.9916,0,"IAL"
"Pi","R",212.3628,0,"IAL"
"Pi","R",213.4904,0,"IAL"
"Pi","R",213.6072,0,"IAL"
"Pi","R",214.944,0,"IAL"
"Pi","R",214.9556,0,"IAL"
"Pi","R",215.1232,0,"IAL"
"Pi","R",213.8964,0,"IAL"
"Pi","R",213.2964,0,"IAL"
"Pi","R",212.2204,0,"IAL"
"Pi","R",213.4912,0,"IAL"
"Pi","R",216.6936,0,"IAL"
"Pi","R",213.4104,0,"IAL"
"Pi","R",212.5496,0,"IAL"
"Pi","R",213.4304,0,"IAL"
"Pi","R",213.9212,0,"IAL"
"Pi","R",213.6736,0,"IAL"
"Pi","R",214.2172,0,"IAL"
"Pi","R",214.5752,0,"IAL"
"Pi","R",214.9868,0,"IAL"
"Pi","R",217.3644,0,"IAL"
"Pi","R",216.424,0,"IAL"
"Pi","R",214.73,0,"IAL"
"Pi","R",214.2708,0,"IAL"
"Pi","R",213.912,0,"IAL"
"Pi","R",213.1056,0,"IAL"
"Pi","R",213.2528,0,"IAL"
"Pi","R",213.1272,0,"IAL"
"Pi","R",215.4352,0,"IAL"
"Pi","R",213.2748,0,"IAL"
"Pi","R",213.1136,0,"IAL"
"Pi","R",213.5948,0,"IAL"
"Pi","R",213.7896,0,"IAL"
"Pi","R",214.0632,0,"IAL"
"Pi","R",214.496,0,"IAL"
"Pi","R",215.0448,0,"IAL"
"Pi","R",215.9384,0,"IAL"
"Pi","R",182.2472,0,"IDD5"
"Pi","R",181.886,0,"IDD5"
"Pi","R",181.664,0,"IDD5"
"Pi","R",181.2192,0,"IDD5"
"Pi","R",180.6008,0,"IDD5"
"Pi","R",180.2552,0,"IDD5"
"Pi","R",179.872,0,"IDD5"
"Pi","R",179.102,0,"IDD5"
"Pi","R",178.3488,0,"IDD5"
"Pi","R",181.694,0,"IDD5"
"Pi","R",181.2208,0,"IDD5"
"Pi","R",180.778,0,"IDD5"
"Pi","R",179.8288,0,"IDD5"
"Pi","R",179.47,0,"IDD5"
"Pi","R",179.1632,0,"IDD5"
"Pi","R",179.288,0,"IDD5"
"Pi","R",178.426,0,"IDM"
"Pi","R",180.296,0,"IDD5"
"Pi","R",185.2728,0,"IDD5"
"Pi","R",186.0032,0,"IDM"
"Pi","R",184.918,0.0989436160500804,"IDM"
"Pi","R",184.582,0.249075085444488,"IDM"
"Pi","R",184.1112,0,"IDM"
"Pi","R",185.5872,0,"IDM"
"Pi","R",185.988,0,"IDM"
"Pi","R",182.312,0,"IDM"
"Pi","R",182.5912,0,"IDM"
"Pi","R",182.362,0,"IDM"
"Pi","R",181.5008,0,"IDM"
"Pi","R",180.49,0,"IDM"
"Pi","R",183.3368,0,"IDD5"
"Pi","R",183.594,0,"IDD5"
"Pi","R",184.6392,0,"IDD5"
"Pi","R",185.1112,0,"IDD5"
"Pi","R",184.5312,0,"IDD5"
"Pi","R",184.348,0,"IDD5"
"Pi","R",184.222,0,"IDM"
"Pi","R",183.4688,0,"IDM"
"Pi","R",182.542,0,"IDM"
"Pi","R",183.202,0,"IDD5"
"Pi","R",180.018,0,"IDM"
"Pi","R",179.3368,0,"IDM"
"Pi","R",179.1952,0,"IDM"
"Pi","R",179.116,0,"IDM"
"Pi","R",181.4848,0,"IDD5"
"Pi","R",183.1048,0,"IDD5"
"Pi","R",184.468,0,"IDD5"
"Pi","R",184.8968,0,"IDD5"
"Pi","R",184.13,0,"IDD5"
"Pi","R",181.772,0,"IDM"
"Pi","R",182.4168,0,"IDM"
"Pi","R",182.2488,0,"IDM"
"Pi","R",180.852,0,"IDM"
"Pi","R",180.8592,0,"IDM"
"Pi","R",179.6528,0,"IDM"
"Pi","R",181.8832,0,"IDM"
"Pi","R",182.8872,0,"IDM"
"Pi","R",181.0968,0,"IDM"
"Pi","R",181.3872,0,"IDM"
"Pi","R",181.034,0,"IDM"
"Pi","R",176.626,0,"IDM"
"Pi","R",181.826,0,"IDM"
"Pi","R",152.656,0,"IDD5"
"Pi","R",151.339,0,"IDD5"
"Pi","R",164.712,0,"IDD5"
"Pi","R",167.47,0,"IDD5"
"Pi","R",208.983,0,"IAL"
"Pi","R",209.9,0,"IAL"
"Pi","R",219.0492,0,"IAL"
"Pi","R",218.8489,0,"IAL"
"Pi","R",220.6792,0,"IAL"
"Pi","R",218.7842,0,"IAL"
"Pi","R",219.9139,0,"IAL"
"Pi","R",217.1767,0,"IAL"
"Pi","R",217.278,0,"IAL"
"Pi","R",218.5447,0,"IAL"
"Pi","R",218.1859,0,"IAL"
"Pi","R",219.3808,0,"IAL"
"Pi","R",211.459,0,"IAL"
"Pi","R",216.7038,0,"IAL"
"Pi","R",219.9862,0,"IAL"
"Pi","R",212.3912,0,"IAL"
"Pi","R",216.6004,0,"IAL"
"Pi","R",216.725,0,"IAL"
"Pi","R",218.2082,0,"IAL"
"Pi","R",218.5304,0,"IAL"
"Pi","R",218.5809,0,"IAL"
"Pi","R",218.9249,0,"IAL"
"Pi","R",151.353,0,"IDD5"
"Pi","R",151.55,0,"IDD5"
"Pi","all",213.8664,0,"IAL"
"Pi","all",213.9036,0,"IAL"
"Pi","all",215.7856,0,"IAL"
"Pi","all",216.6584,0,"IAL"
"Pi","all",216.3672,0,"IAL"
"Pi","all",216.0444,0,"IAL"
"Pi","all",216.3204,0,"IAL"
"Pi","all",215.7388,0,"IAL"
"Pi","all",216.3748,0,"IAL"
"Pi","all",217.6472,0.090185601161709,"IAL"
"Pi","all",217.4992,0,"IAL"
"Pi","all",217.4512,0,"IAL"
"Pi","all",216.86,0,"IAL"
"Pi","all",216.0316,0,"IAL"
"Pi","all",216.1528,0,"IAL"
"Pi","all",216.88,0.0713073208769457,"IAL"
"Pi","all",216.5864,0,"IAL"
"Pi","all",215.1964,0,"IAL"
"Pi","all",214.6016,0,"IAL"
"Pi","all",214.9016,0,"IAL"
"Pi","all",215.5436,0,"IAL"
"Pi","all",215.4492,0,"IAL"
"Pi","all",217.4524,0,"IAL"
"Pi","all",217.6764,0,"IAL"
"Pi","all",218.6192,0,"IAL"
"Pi","all",218.7924,0,"IAL"
"Pi","all",217.7156,0,"IAL"
"Pi","all",216.6076,0,"IAL"
"Pi","all",216.4336,0,"IAL"
"Pi","all",214.8928,0,"IAL"
"Pi","all",214.958,0,"IAL"
"Pi","all",216.9168,0,"IAL"
"Pi","all",216.4576,0,"IAL"
"Pi","all",215.7588,0,"IAL"
"Pi","all",217.0748,0,"IAL"
"Pi","all",216.6168,0,"IAL"
"Pi","all",217.5376,0,"IAL"
"Pi","all",217.1596,0,"IAL"
"Pi","all",216.3524,0.0764307539846395,"IAL"
"Pi","all",218.4772,0,"IAL"
"Pi","all",218.0716,0,"IAL"
"Pi","all",218.318,0,"IAL"
"Pi","all",217.5132,0,"IAL"
"Pi","all",214.1356,0,"IAL"
"Pi","all",212.7516,0,"IAL"
"Pi","all",212.2256,0,"IAL"
"Pi","all",213.6328,0,"IAL"
"Pi","all",214.7216,0,"IAL"
"Pi","all",214.982,0,"IAL"
"Pi","all",214.924,0,"IAL"
"Pi","all",215.1468,0,"IAL"
"Pi","all",216.7568,0,"IAL"
"Pi","all",216.354,0,"IAL"
"Pi","all",216.082,0,"IAL"
"Pi","all",215.8128,0,"IAL"
"Pi","all",216.1248,0,"IAL"
"Pi","all",213.3236,0,"IAL"
"Pi","all",213.8368,0,"IAL"
"Pi","all",212.9916,0,"IAL"
"Pi","all",212.3628,0,"IAL"
"Pi","all",213.4904,0,"IAL"
"Pi","all",213.6072,0,"IAL"
"Pi","all",214.944,0,"IAL"
"Pi","all",214.9556,0,"IAL"
"Pi","all",215.1232,0,"IAL"
"Pi","all",213.8964,0,"IAL"
"Pi","all",213.2964,0,"IAL"
"Pi","all",212.2204,0,"IAL"
"Pi","all",213.4912,0,"IAL"
"Pi","all",216.6936,0,"IAL"
"Pi","all",213.4104,0,"IAL"
"Pi","all",212.5496,0,"IAL"
"Pi","all",213.4304,0,"IAL"
"Pi","all",213.9212,0,"IAL"
"Pi","all",213.6736,0,"IAL"
"Pi","all",214.2172,0,"IAL"
"Pi","all",214.5752,0,"IAL"
"Pi","all",214.9868,0,"IAL"
"Pi","all",217.3644,0,"IAL"
"Pi","all",216.424,0,"IAL"
"Pi","all",214.73,0,"IAL"
"Pi","all",214.2708,0,"IAL"
"Pi","all",213.912,0,"IAL"
"Pi","all",213.1056,0,"IAL"
"Pi","all",213.2528,0,"IAL"
"Pi","all",213.1272,0,"IAL"
"Pi","all",215.4352,0,"IAL"
"Pi","all",213.2748,0,"IAL"
"Pi","all",213.1136,0,"IAL"
"Pi","all",213.5948,0,"IAL"
"Pi","all",213.7896,0,"IAL"
"Pi","all",214.0632,0,"IAL"
"Pi","all",214.496,0,"IAL"
"Pi","all",215.0448,0,"IAL"
"Pi","all",215.9384,0,"IAL"
"Pi","all",182.2472,0,"IDD5"
"Pi","all",181.886,0,"IDD5"
"Pi","all",181.664,0,"IDD5"
"Pi","all",181.2192,0,"IDD5"
"Pi","all",180.6008,0,"IDD5"
"Pi","all",180.2552,0,"IDD5"
"Pi","all",179.872,0,"IDD5"
"Pi","all",179.102,0,"IDD5"
"Pi","all",178.3488,0,"IDD5"
"Pi","all",181.694,0,"IDD5"
"Pi","all",181.2208,0,"IDD5"
"Pi","all",180.778,0,"IDD5"
"Pi","all",179.8288,0,"IDD5"
"Pi","all",179.47,0,"IDD5"
"Pi","all",179.1632,0,"IDD5"
"Pi","all",179.288,0,"IDD5"
"Pi","all",178.426,0,"IDM"
"Pi","all",180.296,0,"IDD5"
"Pi","all",185.2728,0,"IDD5"
"Pi","all",186.0032,0,"IDM"
"Pi","all",184.918,0.0989436160500804,"IDM"
"Pi","all",184.582,0.249075085444488,"IDM"
"Pi","all",184.1112,0,"IDM"
"Pi","all",185.5872,0,"IDM"
"Pi","all",185.988,0,"IDM"
"Pi","all",182.312,0,"IDM"
"Pi","all",182.5912,0,"IDM"
"Pi","all",182.362,0,"IDM"
"Pi","all",181.5008,0,"IDM"
"Pi","all",180.49,0,"IDM"
"Pi","all",183.3368,0,"IDD5"
"Pi","all",183.594,0,"IDD5"
"Pi","all",184.6392,0,"IDD5"
"Pi","all",185.1112,0,"IDD5"
"Pi","all",184.5312,0,"IDD5"
"Pi","all",184.348,0,"IDD5"
"Pi","all",184.222,0,"IDM"
"Pi","all",183.4688,0,"IDM"
"Pi","all",182.542,0,"IDM"
"Pi","all",183.202,0,"IDD5"
"Pi","all",180.018,0,"IDM"
"Pi","all",179.3368,0,"IDM"
"Pi","all",179.1952,0,"IDM"
"Pi","all",179.116,0,"IDM"
"Pi","all",181.4848,0,"IDD5"
"Pi","all",183.1048,0,"IDD5"
"Pi","all",184.468,0,"IDD5"
"Pi","all",184.8968,0,"IDD5"
"Pi","all",184.13,0,"IDD5"
"Pi","all",181.772,0,"IDM"
"Pi","all",182.4168,0,"IDM"
"Pi","all",182.2488,0,"IDM"
"Pi","all",180.852,0,"IDM"
"Pi","all",180.8592,0,"IDM"
"Pi","all",179.6528,0,"IDM"
"Pi","all",181.8832,0,"IDM"
"Pi","all",182.8872,0,"IDM"
"Pi","all",181.0968,0,"IDM"
"Pi","all",181.3872,0,"IDM"
"Pi","all",181.034,0,"IDM"
"Pi","all",176.626,0,"IDM"
"Pi","all",181.826,0,"IDM"
"Pi","all",171.5592,0,"IDD5"
"Pi","all",170.882,0,"IDD5"
"Pi","all",171.054,0,"IDD5"
"Pi","all",172.3152,0,"IDD5"
"Pi","all",170.44,0,"IDD5"
"Pi","all",170.526,0,"IDD5"
"Pi","all",170.224,0,"IDD5"
"Pi","all",171.226,0,"IDD5"
"Pi","all",172.178,0,"IDD5"
"Pi","all",173.0272,0,"IDD5"
"Pi","all",173.1072,0.0675779707195598,"IDD5"
"Pi","all",173.23,0,"IDD5"
"Pi","all",173.554,0,"IDD5"
"Pi","all",171.772,0,"IDD5"
"Pi","all",171.3608,0,"IDD5"
"Pi","all",170.5688,0,"IDD5"
"Pi","all",171.9712,0,"IDD5"
"Pi","all",173.376,0,"IDD5"
"Pi","all",173.088,0,"IDD5"
"Pi","all",170.724,0,"IDD5"
"Pi","all",170.552,0,"IDD5"
"Pi","all",171.866,0,"IDD5"
"Pi","all",173.268,0,"IDD5"
"Pi","all",173.7648,0,"IDD5"
"Pi","all",173.9288,0,"IDD5"
"Pi","all",173.696,0,"IDD5"
"Pi","all",173.4008,0,"IDD5"
"Pi","all",173.8992,0,"IDD5"
"Pi","all",171.9312,0,"IDD5"
"Pi","all",171.47,0,"IDD5"
"Pi","all",171.0112,0,"IDD5"
"Pi","all",171.564,0,"IDD5"
"Pi","all",171.0688,0,"IDM"
"Pi","all",171.8832,0,"IDM"
"Pi","all",170.6888,0,"IDM"
"Pi","all",170.826,0,"IDM"
"Pi","all",171.1808,0,"IDM"
"Pi","all",171.126,0,"IDM"
"Pi","all",173.104,0,"IDM"
"Pi","all",171.88,0,"IDM"
"Pi","all",172.07,0,"IDM"
"Pi","all",173.2648,0.0883636490591069,"IDM"
"Pi","all",173.0568,0,"IDM"
"Pi","all",174.0688,0,"IDM"
"Pi","all",173.468,0,"IDM"
"Pi","all",175.0128,0,"IDM"
"Pi","all",172.5768,0,"IDM"
"Pi","all",172.8072,0,"IDM"
"Pi","all",172.488,0.25214885310725,"IDM"
"Pi","all",173.9408,0,"IDV"
"Pi","all",173.518,0,"IDV"
"Pi","all",171.212,0,"IDV"
"Pi","all",171.5368,0,"IDM"
"Pi","all",169.778,0.14948489010989,"IDM"
"Pi","all",169.8048,0.407097067285851,"IDM"
"Pi","all",172.1768,0.0931784032855855,"IDM"
"Pi","all",172.7768,0,"IDM"
"Pi","all",171.3688,0,"IDM"
"Pi","all",172.6608,0,"IDM"
"Pi","all",173.452,0,"IDM"
"Pi","all",174.5272,0,"IDM"
"Pi","all",172.8328,0,"IDM"
"Pi","all",170.464,0,"IDM"
"Pi","all",169.934,0,"IDM"
"Pi","all",170.114,0,"IDM"
"Pi","all",171.028,0,"IDM"
"Pi","all",173.736,0,"IDM"
"Pi","all",173.158,0,"IDM"
"Pi","all",171.17,0,"IDM"
"Pi","all",170.27,0,"IDM"
"Pi","all",171.472,0,"IDM"
"Pi","all",171.146,0,"IDM"
"Pi","all",173.256,0,"IDM"
"Pi","all",168.864,0,"IDM"
"Pi","all",168.9352,0,"IDM"
"Pi","all",168.4768,0,"IDM"
"Pi","all",169.354,0,"IDD5"
"Pi","all",170.696,0,"IDM"
"Pi","all",171.832,0,"IDM"
"Pi","all",171.0672,0,"IDM"
"Pi","all",211.3912,0.0378892718183354,"IAL"
"Pi","all",210.4168,0,"IAL"
"Pi","all",210.1168,0,"IAPM"
"Pi","all",211.9072,0,"IAPM"
"Pi","all",210.6632,0,"IAPM"
"Pi","all",211.118,0,"IAPM"
"Pi","all",212.0196,0,"IAPM"
"Pi","all",213.6916,0,"IAPM"
"Pi","all",213.7356,0,"IAPM"
"Pi","all",214.7564,0,"IAPM"
"Pi","all",213.5468,0.0989443699731904,"IAPM"
"Pi","all",213.5636,0,"IAPM"
"Pi","all",213.0968,0,"IAPM"
"Pi","all",212.2664,0,"IAL"
"Pi","all",211.8712,0,"IAL"
"Pi","all",211.8992,0,"IAL"
"Pi","all",211.3288,0,"IAL"
"Pi","all",211.884,0,"IAL"
"Pi","all",212.5584,0,"IAPM"
"Pi","all",212.4096,0,"IAPM"
"Pi","all",211.998,0,"IAPM"
"Pi","all",210.7472,0,"IAPM"
"Pi","all",211.5472,0,"IAPM"
"Pi","all",152.656,0,"IDD5"
"Pi","all",151.339,0,"IDD5"
"Pi","all",162.881,0,"IDD5"
"Pi","all",164.712,0,"IDD5"
"Pi","all",167.47,0,"IDD5"
"Pi","all",205.632,0,"IAL"
"Pi","all",205.908,0,"IAL"
"Pi","all",203.608,0,"IAL"
"Pi","all",208.983,0,"IAL"
"Pi","all",209.9,0,"IAL"
"Pi","all",190.706,0,"IDM"
"Pi","all",188.714,0,"IDM"
"Pi","all",187.365,0,"IDM"
"Pi","all",209.919,0,"IAL"
"Pi","all",209.287,0,"IAL"
"Pi","all",206.676,0.0559525099840755,"IAL"
"Pi","all",205.484,0,"IAL"
"Pi","all",206.506,0,"IAL"
"Pi","all",207.459,0,"IAL"
"Pi","all",208.442,0,"IAL"
"Pi","all",209.073,0,"IAL"
"Pi","all",207.16,0,"IAL"
"Pi","all",208.53,0,"IAL"
"Pi","all",210.3,0,"IAL"
"Pi","all",219.0492,0,"IAL"
"Pi","all",218.8489,0,"IAL"
"Pi","all",220.6792,0,"IAL"
"Pi","all",218.7842,0,"IAL"
"Pi","all",219.9139,0,"IAL"
"Pi","all",217.1767,0,"IAL"
"Pi","all",217.278,0,"IAL"
"Pi","all",218.5447,0,"IAL"
"Pi","all",218.1859,0,"IAL"
"Pi","all",219.3808,0,"IAL"
"Pi","all",211.459,0,"IAL"
"Pi","all",216.7038,0,"IAL"
"Pi","all",219.9862,0,"IAL"
"Pi","all",212.3912,0,"IAL"
"Pi","all",216.6004,0,"IAL"
"Pi","all",216.725,0,"IAL"
"Pi","all",218.2082,0,"IAL"
"Pi","all",218.5304,0,"IAL"
"Pi","all",218.5809,0,"IAL"
"Pi","all",218.9249,0,"IAL"
"Pi","all",151.353,0,"IDD5"
"Pi","all",151.55,0,"IDD5"
"Ial","L",171.5592,0,"IDD5"
"Ial","L",170.882,0,"IDD5"
"Ial","L",171.054,0,"IDD5"
"Ial","L",172.3152,0,"IDD5"
"Ial","L",170.44,0,"IDD5"
"Ial","L",170.526,0,"IDD5"
"Ial","L",170.224,0,"IDD5"
"Ial","L",171.226,0,"IDD5"
"Ial","L",172.178,0,"IDD5"
"Ial","L",173.0272,0,"IDD5"
"Ial","L",173.1072,0,"IDD5"
"Ial","L",173.23,0,"IDD5"
"Ial","L",173.554,0,"IDD5"
"Ial","L",171.772,0,"IDD5"
"Ial","L",171.3608,0,"IDD5"
"Ial","L",170.5688,0,"IDD5"
"Ial","L",171.9712,0,"IDD5"
"Ial","L",173.376,0,"IDD5"
"Ial","L",173.088,0,"IDD5"
"Ial","L",170.724,0,"IDD5"
"Ial","L",170.552,0,"IDD5"
"Ial","L",171.866,0,"IDD5"
"Ial","L",173.268,0,"IDD5"
"Ial","L",173.7648,0,"IDD5"
"Ial","L",173.9288,0,"IDD5"
"Ial","L",173.696,0,"IDD5"
"Ial","L",173.4008,0,"IDD5"
"Ial","L",173.8992,0,"IDD5"
"Ial","L",171.9312,0,"IDD5"
"Ial","L",171.47,0,"IDD5"
"Ial","L",171.0112,0.0563294563159318,"IDD5"
"Ial","L",171.564,0,"IDD5"
"Ial","L",171.0688,0,"IDM"
"Ial","L",171.8832,0,"IDM"
"Ial","L",170.6888,0,"IDM"
"Ial","L",170.826,0,"IDM"
"Ial","L",171.1808,0,"IDM"
"Ial","L",171.126,0,"IDM"
"Ial","L",173.104,0,"IDM"
"Ial","L",171.88,0,"IDM"
"Ial","L",172.07,0,"IDM"
"Ial","L",173.2648,0,"IDM"
"Ial","L",173.0568,0,"IDM"
"Ial","L",174.0688,0,"IDM"
"Ial","L",173.468,0,"IDM"
"Ial","L",175.0128,0,"IDM"
"Ial","L",172.5768,0,"IDM"
"Ial","L",172.8072,0,"IDM"
"Ial","L",172.488,0,"IDM"
"Ial","L",173.9408,0,"IDV"
"Ial","L",173.518,0,"IDV"
"Ial","L",171.212,0,"IDV"
"Ial","L",171.5368,0,"IDM"
"Ial","L",169.778,0,"IDM"
"Ial","L",169.8048,0,"IDM"
"Ial","L",172.1768,0,"IDM"
"Ial","L",172.7768,0,"IDM"
"Ial","L",171.3688,0,"IDM"
"Ial","L",172.6608,0,"IDM"
"Ial","L",173.452,0,"IDM"
"Ial","L",174.5272,0.109571504557215,"IDM"
"Ial","L",172.8328,0,"IDM"
"Ial","L",170.464,0,"IDM"
"Ial","L",169.934,0,"IDM"
"Ial","L",170.114,0,"IDM"
"Ial","L",171.028,0,"IDM"
"Ial","L",173.736,0,"IDM"
"Ial","L",173.158,0,"IDM"
"Ial","L",171.17,0,"IDM"
"Ial","L",170.27,0,"IDM"
"Ial","L",171.472,0,"IDM"
"Ial","L",171.146,0,"IDM"
"Ial","L",173.256,0,"IDM"
"Ial","L",168.864,0,"IDM"
"Ial","L",168.9352,0,"IDM"
"Ial","L",168.4768,0,"IDM"
"Ial","L",169.354,0,"IDD5"
"Ial","L",170.696,0,"IDM"
"Ial","L",171.832,0,"IDM"
"Ial","L",171.0672,0,"IDM"
"Ial","L",211.3912,0.0788189310045428,"IAL"
"Ial","L",210.4168,0.407983979142657,"IAL"
"Ial","L",210.1168,0.218376363500212,"IAPM"
"Ial","L",211.9072,0.0544135630246115,"IAPM"
"Ial","L",210.6632,0.0890062939626611,"IAPM"
"Ial","L",211.118,0.0996050075149382,"IAPM"
"Ial","L",212.0196,0.0495446770336653,"IAPM"
"Ial","L",213.6916,0.160707451201579,"IAPM"
"Ial","L",213.7356,0,"IAPM"
"Ial","L",214.7564,0,"IAPM"
"Ial","L",213.5468,0.0954375718115665,"IAPM"
"Ial","L",213.5636,0.062174920850294,"IAPM"
"Ial","L",213.0968,0.37721257948101,"IAPM"
"Ial","L",212.2664,0.614402846534653,"IAL"
"Ial","L",211.8712,0.698000815993472,"IAL"
"Ial","L",211.8992,0.65538772324503,"IAL"
"Ial","L",211.3288,0.676628046344387,"IAL"
"Ial","L",211.884,0.292665171076676,"IAL"
"Ial","L",212.5584,0.0454426529744579,"IAPM"
"Ial","L",212.4096,0.16467078591523,"IAPM"
"Ial","L",211.998,0.131985145513339,"IAPM"
"Ial","L",210.7472,0.105757824154452,"IAPM"
"Ial","L",211.5472,0.263286038116027,"IAPM"
"Ial","L",162.881,0,"IDD5"
"Ial","L",205.632,0.150033159055507,"IAL"
"Ial","L",205.908,0.187715953771,"IAL"
"Ial","L",203.608,0.180804045964665,"IAL"
"Ial","L",190.706,0,"IDM"
"Ial","L",188.714,0,"IDM"
"Ial","L",187.365,0,"IDM"
"Ial","L",209.919,0.109371144559202,"IAL"
"Ial","L",209.287,0.776489008179959,"IAL"
"Ial","L",206.676,0.0723022152558341,"IAL"
"Ial","L",205.484,0.365543533352432,"IAL"
"Ial","L",206.506,0.309583515769083,"IAL"
"Ial","L",207.459,0.512377260981912,"IAL"
"Ial","L",208.442,1,"IAL"
"Ial","L",209.073,1,"IAL"
"Ial","L",207.16,1,"IAL"
"Ial","L",208.53,0.280287177393287,"IAL"
"Ial","L",210.3,0.0750004905107198,"IAL"
